indicator,pitc_reduction_year,test_reduction,scenario,mean,median,upper_CI,lower_CI,future_variability,future_value
cost_art_kids_under_1,2025,25,baseline,3352276.8092344273,3352276.8092344273,3543231.845166221,3161321.773302634,test_reduction_only,0
cost_art_kids_under_1,2025,25,intervention,3606197.8739594985,3606197.8739594985,3808085.4393345183,3404310.308584479,test_reduction_only,0
cost_art_kids_under_1,2025,25,percent_change,7.581258391959727,7.581258391959727,7.686985497593122,7.475531286326333,test_reduction_only,0
cost_art_kids_under_1,2025,50,absolute_dif,554976.1678693469,554976.1678693469,570779.8689826997,539172.4667559941,test_reduction_only,0
cost_art_kids_under_1,2025,50,baseline,3352276.8092344273,3352276.8092344273,3543231.845166221,3161321.773302634,test_reduction_only,0
cost_art_kids_under_1,2025,50,intervention,3907252.9771037744,3907252.9771037744,4114011.7141489205,3700494.240058628,test_reduction_only,0
cost_art_kids_under_1,2025,50,percent_change,16.58507425051831,16.58507425051831,17.058374466578407,16.111774034458215,test_reduction_only,0
cost_art_kids_under_1,2025,75,absolute_dif,868669.5949158485,868669.5949158485,880682.3313774015,856656.8584542954,test_reduction_only,0
cost_art_kids_under_1,2025,75,baseline,3352276.8092344273,3352276.8092344273,3543231.845166221,3161321.773302634,test_reduction_only,0
cost_art_kids_under_1,2025,75,intervention,4220946.4041502755,4220946.4041502755,4423914.176543622,4017978.631756929,test_reduction_only,0
cost_art_kids_under_1,2025,75,percent_change,25.983625540202002,25.983625540202002,27.105379714008134,24.86187136639587,test_reduction_only,0
cost_art_kids_under_1,2025,100,absolute_dif,1100252.2579563744,1100252.2579563744,1105947.1047937742,1094557.4111189747,test_reduction_only,0
cost_art_kids_under_1,2025,100,baseline,3352276.8092344273,3352276.8092344273,3543231.845166221,3161321.773302634,test_reduction_only,0
cost_art_kids_under_1,2025,100,intervention,4452529.067190802,4452529.067190802,4649178.949959995,4255879.184421608,test_reduction_only,0
cost_art_kids_under_1,2025,100,percent_change,32.92871071533073,32.92871071533073,34.63454193975148,31.222879490909985,test_reduction_only,0
cost_art_neonates,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_art_neonates,2025,0,baseline,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,0,intervention,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_art_neonates,2025,25,absolute_dif,100505.92232554208,100505.92232554208,104292.49017267623,96719.35447840793,test_reduction_only,0
cost_art_neonates,2025,25,baseline,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,25,intervention,1377807.838033318,1377807.838033318,1391559.5250262287,1364056.1510404076,test_reduction_only,0
cost_art_neonates,2025,25,percent_change,7.8665791179357,7.8665791179357,8.1016569666737,7.631501269197701,test_reduction_only,0
cost_art_neonates,2025,50,absolute_dif,237068.72245464334,237068.72245464334,249931.7816297594,224205.66327952727,test_reduction_only,0
cost_art_neonates,2025,50,baseline,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,50,intervention,1514370.6381624194,1514370.6381624194,1537198.8164833118,1491542.459841527,test_reduction_only,0
cost_art_neonates,2025,50,percent_change,18.55266216458242,18.55266216458242,19.414969200237245,17.690355128927592,test_reduction_only,0
cost_art_neonates,2025,75,absolute_dif,415060.22995940177,415060.22995940177,445919.99277042394,384200.4671483796,test_reduction_only,0
cost_art_neonates,2025,75,baseline,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,75,intervention,1692362.1456671779,1692362.1456671779,1733187.0276239763,1651537.2637103794,test_reduction_only,0
cost_art_neonates,2025,75,percent_change,32.47638110517175,32.47638110517175,34.6390219342469,30.3137402760966,test_reduction_only,0
cost_art_neonates,2025,100,absolute_dif,619672.7921368104,619672.7921368104,679140.5867102061,560204.9975634146,test_reduction_only,0
cost_art_neonates,2025,100,baseline,1277301.915707776,1277301.915707776,1287267.0348535525,1267336.7965619997,test_reduction_only,0
cost_art_neonates,2025,100,intervention,1896974.7078445866,1896974.7078445866,1966407.6215637585,1827541.7941254145,test_reduction_only,0
cost_art_neonates,2025,100,percent_change,48.47722164429733,48.47722164429733,52.754752352274394,44.199690936320266,test_reduction_only,0
cost_general_hts_neg,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_general_hts_neg,2025,0,baseline,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,0,intervention,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_general_hts_neg,2025,25,absolute_dif,-1214188503.9560018,-1214188503.9560018,-1077826404.3367426,-1350550603.5752609,test_reduction_only,0
cost_general_hts_neg,2025,25,baseline,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,25,intervention,3067546212.007594,3067546212.007594,3344773176.956531,2790319247.058657,test_reduction_only,0
cost_general_hts_neg,2025,25,percent_change,-28.3092074321781,-28.3092074321781,-27.85896203649844,-28.759452827857753,test_reduction_only,0
cost_general_hts_neg,2025,50,absolute_dif,-2188257608.766511,-2188257608.766511,-1938925347.9590926,-2437589869.57393,test_reduction_only,0
cost_general_hts_neg,2025,50,baseline,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,50,intervention,2093477107.197085,2093477107.197085,2257733910.9578624,1929220303.4363072,test_reduction_only,0
cost_general_hts_neg,2025,50,percent_change,-51.010921320224035,-51.010921320224035,-50.11510055980933,-51.90674208063874,test_reduction_only,0
cost_general_hts_neg,2025,75,absolute_dif,-2924284022.8268056,-2924284022.8268056,-2587006837.4061513,-3261561208.24746,test_reduction_only,0
cost_general_hts_neg,2025,75,baseline,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,75,intervention,1357450693.13679,1357450693.13679,1433762572.2843318,1281138813.9892483,test_reduction_only,0
cost_general_hts_neg,2025,75,percent_change,-68.15827524708263,-68.15827524708263,-66.86482723887353,-69.45172325529172,test_reduction_only,0
cost_general_hts_neg,2025,100,absolute_dif,-3429118358.3401127,-3429118358.3401127,-3033751003.160223,-3824485713.520002,test_reduction_only,0
cost_general_hts_neg,2025,100,baseline,4281734715.963596,4281734715.963596,4695323780.531793,3868145651.3953996,test_reduction_only,0
cost_general_hts_neg,2025,100,intervention,852616357.6234834,852616357.6234834,870838067.01179,834394648.2351768,test_reduction_only,0
cost_general_hts_neg,2025,100,percent_change,-79.9251350767583,-79.9251350767583,-78.41159579980491,-81.43867435371169,test_reduction_only,0
cost_general_hts_pos,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_general_hts_pos,2025,0,baseline,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,0,intervention,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_general_hts_pos,2025,25,absolute_dif,-3160773.702570308,-3160773.702570308,-3110533.439365934,-3211013.965774682,test_reduction_only,0
cost_general_hts_pos,2025,25,baseline,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,25,intervention,35334718.42444804,35334718.42444804,36712868.96069828,33956567.888197795,test_reduction_only,0
cost_general_hts_pos,2025,25,percent_change,-8.22659804512018,-8.22659804512018,-7.812310306593564,-8.640885783646796,test_reduction_only,0
cost_general_hts_pos,2025,50,absolute_dif,-5952284.938551467,-5952284.938551467,-5886593.042771438,-6017976.834331496,test_reduction_only,0
cost_general_hts_pos,2025,50,baseline,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,50,intervention,32543207.18846688,32543207.18846688,33936809.35729278,31149605.019640982,test_reduction_only,0
cost_general_hts_pos,2025,50,percent_change,-15.489235398451434,-15.489235398451434,-14.784282613442468,-16.1941881834604,test_reduction_only,0
cost_general_hts_pos,2025,75,absolute_dif,-8001132.5457252,-8001132.5457252,-7962597.735729934,-8039667.355720467,test_reduction_only,0
cost_general_hts_pos,2025,75,baseline,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,75,intervention,30494359.581293147,30494359.581293147,31860804.664334282,29127914.49825201,test_reduction_only,0
cost_general_hts_pos,2025,75,percent_change,-20.815867275514265,-20.815867275514265,-19.997717324524647,-21.634017226503882,test_reduction_only,0
cost_general_hts_pos,2025,100,absolute_dif,-8878929.05491135,-8878929.05491135,-8853184.80686529,-8904673.302957412,test_reduction_only,0
cost_general_hts_pos,2025,100,baseline,38495492.12701835,38495492.12701835,39823402.400064215,37167581.85397248,test_reduction_only,0
cost_general_hts_pos,2025,100,intervention,29616563.072106995,29616563.072106995,30970217.59319893,28262908.551015064,test_reduction_only,0
cost_general_hts_pos,2025,100,percent_change,-23.097863980365915,-23.097863980365915,-22.234222191871513,-23.961505768860313,test_reduction_only,0
cost_inpatient_art_200to349,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_art_200to349,2025,0,baseline,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,0,intervention,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_art_200to349,2025,25,absolute_dif,92931600.9358077,92931600.9358077,96946433.44997478,88916768.42164063,test_reduction_only,0
cost_inpatient_art_200to349,2025,25,baseline,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,25,intervention,2407929435.5302277,2407929435.5302277,2418619072.3388276,2397239798.721627,test_reduction_only,0
cost_inpatient_art_200to349,2025,25,percent_change,4.015727876198462,4.015727876198462,4.2146621438244765,3.8167936085724485,test_reduction_only,0
cost_inpatient_art_200to349,2025,50,absolute_dif,212805551.6981976,212805551.6981976,223790086.3256756,201821017.0707196,test_reduction_only,0
cost_inpatient_art_200to349,2025,50,baseline,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,50,intervention,2527803386.2926173,2527803386.2926173,2531523320.9879065,2524083451.597328,test_reduction_only,0
cost_inpatient_art_200to349,2025,50,percent_change,9.196223655459704,9.196223655459704,9.729130871587166,8.66331643933224,test_reduction_only,0
cost_inpatient_art_200to349,2025,75,absolute_dif,365369250.39981556,365369250.39981556,388724928.5445341,342013572.25509703,test_reduction_only,0
cost_inpatient_art_200to349,2025,75,baseline,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,75,intervention,2680367084.994235,2680367084.994235,2689018293.8161864,2671715876.172284,test_reduction_only,0
cost_inpatient_art_200to349,2025,75,percent_change,15.790510244202686,15.790510244202686,16.899694386657163,14.681326101748212,test_reduction_only,0
cost_inpatient_art_200to349,2025,100,absolute_dif,544503898.9061096,544503898.9061096,588026365.6846408,500981432.12757844,test_reduction_only,0
cost_inpatient_art_200to349,2025,100,baseline,2314997834.5944195,2314997834.5944195,2329702303.917187,2300293365.271652,test_reduction_only,0
cost_inpatient_art_200to349,2025,100,intervention,2859501733.5005293,2859501733.5005293,2888319730.956293,2830683736.044766,test_reduction_only,0
cost_inpatient_art_200to349,2025,100,percent_change,23.534992560618505,23.534992560618505,25.56450471987952,21.505480401357495,test_reduction_only,0
cost_inpatient_art_350to499,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_art_350to499,2025,0,baseline,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,0,intervention,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_art_350to499,2025,25,absolute_dif,67298937.29791737,67298937.29791737,70304709.3921498,64293165.203684926,test_reduction_only,0
cost_inpatient_art_350to499,2025,25,baseline,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,25,intervention,2520557584.2562904,2520557584.2562904,2530551027.476568,2510564141.036013,test_reduction_only,0
cost_inpatient_art_350to499,2025,25,percent_change,2.744051433174036,2.744051433174036,2.881113102254079,2.6069897640939925,test_reduction_only,0
cost_inpatient_art_350to499,2025,50,absolute_dif,149103979.92028832,149103979.92028832,156991674.6904597,141216285.15011695,test_reduction_only,0
cost_inpatient_art_350to499,2025,50,baseline,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,50,intervention,2602362626.8786616,2602362626.8786616,2607474147.4230003,2597251106.334323,test_reduction_only,0
cost_inpatient_art_350to499,2025,50,percent_change,6.079869748839312,6.079869748839312,6.433604571721688,5.726134925956936,test_reduction_only,0
cost_inpatient_art_350to499,2025,75,absolute_dif,245915704.2723632,245915704.2723632,261441224.1325113,230390184.41221508,test_reduction_only,0
cost_inpatient_art_350to499,2025,75,baseline,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,75,intervention,2699174351.2307367,2699174351.2307367,2701700655.7763743,2696648046.6850986,test_reduction_only,0
cost_inpatient_art_350to499,2025,75,percent_change,10.028070683357567,10.028070683357567,10.714059923873819,9.342081442841316,test_reduction_only,0
cost_inpatient_art_350to499,2025,100,absolute_dif,351099144.5851383,351099144.5851383,377242585.867871,324955703.30240566,test_reduction_only,0
cost_inpatient_art_350to499,2025,100,baseline,2453258646.958373,2453258646.958373,2466257862.2728834,2440259431.643863,test_reduction_only,0
cost_inpatient_art_350to499,2025,100,intervention,2804357791.5435114,2804357791.5435114,2817502017.511734,2791213565.5752892,test_reduction_only,0
cost_inpatient_art_350to499,2025,100,percent_change,14.318244271183747,14.318244271183747,15.459774974418911,13.176713567948585,test_reduction_only,0
cost_inpatient_art_over500,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_art_over500,2025,0,baseline,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,0,intervention,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_art_over500,2025,25,absolute_dif,20666256.353414536,20666256.353414536,27603649.174305823,13728863.53252325,test_reduction_only,0
cost_inpatient_art_over500,2025,25,baseline,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,25,intervention,10271223905.595556,10271223905.595556,10319433277.46507,10223014533.726042,test_reduction_only,0
cost_inpatient_art_over500,2025,25,percent_change,0.2013127285199405,0.2013127285199405,0.26818037912294046,0.13444507791694052,test_reduction_only,0
cost_inpatient_art_over500,2025,50,absolute_dif,22638671.984048843,22638671.984048843,37724523.44071464,7552820.527383038,test_reduction_only,0
cost_inpatient_art_over500,2025,50,baseline,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,50,intervention,10273196321.22619,10273196321.22619,10329554151.731478,10216838490.720903,test_reduction_only,0
cost_inpatient_art_over500,2025,50,percent_change,0.22020045956557927,0.22020045956557927,0.36648489483469415,0.07391602429646434,test_reduction_only,0
cost_inpatient_art_over500,2025,75,absolute_dif,-13306672.351384163,-13306672.351384163,5925152.260456613,-32538496.96322494,test_reduction_only,0
cost_inpatient_art_over500,2025,75,baseline,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,75,intervention,10237250976.890759,10237250976.890759,10297754780.551222,10176747173.230293,test_reduction_only,0
cost_inpatient_art_over500,2025,75,percent_change,-0.1306534937017718,-0.1306534937017718,0.05748990838731872,-0.3187968957908623,test_reduction_only,0
cost_inpatient_art_over500,2025,100,absolute_dif,-99585393.55547523,-99585393.55547523,-88961088.66652775,-110209698.44442272,test_reduction_only,0
cost_inpatient_art_over500,2025,100,baseline,10250557649.242142,10250557649.242142,10291829628.290766,10209285670.193518,test_reduction_only,0
cost_inpatient_art_over500,2025,100,intervention,10150972255.686666,10150972255.686666,10202868539.624237,10099075971.749096,test_reduction_only,0
cost_inpatient_art_over500,2025,100,percent_change,-0.9719918152521944,-0.9719918152521944,-0.8644321533824049,-1.0795514771219838,test_reduction_only,0
cost_inpatient_art_under200,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_art_under200,2025,0,baseline,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,0,intervention,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_art_under200,2025,25,absolute_dif,31625228.716615915,31625228.716615915,33209471.21195336,30040986.22127847,test_reduction_only,0
cost_inpatient_art_under200,2025,25,baseline,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,25,intervention,599657967.2654866,599657967.2654866,600584185.1158501,598731749.4151231,test_reduction_only,0
cost_inpatient_art_under200,2025,25,percent_change,5.5689873652466,5.5689873652466,5.872499750677661,5.265474979815539,test_reduction_only,0
cost_inpatient_art_under200,2025,50,absolute_dif,74037547.86659968,74037547.86659968,78421745.46794565,69653350.26525371,test_reduction_only,0
cost_inpatient_art_under200,2025,50,baseline,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,50,intervention,642070286.4154704,642070286.4154704,643944023.6711154,640196549.1598253,test_reduction_only,0
cost_inpatient_art_under200,2025,50,percent_change,13.038090107430996,13.038090107430996,13.867534145351433,12.208646069510557,test_reduction_only,0
cost_inpatient_art_under200,2025,75,absolute_dif,130413728.1171214,130413728.1171214,139959872.68105516,120867583.55318764,test_reduction_only,0
cost_inpatient_art_under200,2025,75,baseline,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,75,intervention,698446466.665992,698446466.665992,705482150.8842249,691410782.4477593,test_reduction_only,0
cost_inpatient_art_under200,2025,75,percent_change,22.967566939202207,22.967566939202207,24.74963609426093,21.185497784143486,test_reduction_only,0
cost_inpatient_art_under200,2025,100,absolute_dif,199533801.0785426,199533801.0785426,217894572.80507198,181173029.3520132,test_reduction_only,0
cost_inpatient_art_under200,2025,100,baseline,568032738.5488707,568032738.5488707,570543198.8945717,565522278.2031697,test_reduction_only,0
cost_inpatient_art_under200,2025,100,intervention,767566539.6274133,767566539.6274133,783416851.0082417,751716228.2465849,test_reduction_only,0
cost_inpatient_art_under200,2025,100,percent_change,35.14375515511081,35.14375515511081,38.53141936137612,31.7560909488455,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,0,baseline,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,0,intervention,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,25,absolute_dif,63131295.274704814,63131295.274704814,63674719.63444657,62587870.91496306,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,25,baseline,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,25,intervention,551352542.7945628,551352542.7945628,560895671.8833058,541809413.7058201,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,25,percent_change,12.939545909919268,12.939545909919268,13.318181330505253,12.560910489333285,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,50,absolute_dif,151126128.59464175,151126128.59464175,154456744.25306064,147795512.93622285,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,50,baseline,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,50,intervention,639347376.1144998,639347376.1144998,646103313.9045656,632591438.324434,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,50,percent_change,30.984705456019157,30.984705456019157,32.30703719964799,29.662373712390327,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,75,absolute_dif,272933535.9125349,272933535.9125349,284033117.53942364,261833954.28564608,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,75,baseline,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,75,intervention,761154783.432393,761154783.432393,762167811.6107972,760141755.2539887,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,75,percent_change,55.982177810231526,55.982177810231526,59.41223211417952,52.552123506283536,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,100,absolute_dif,428312649.95357436,428312649.95357436,455486817.92740524,401138481.9797435,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,100,baseline,488221247.51985806,488221247.51985806,498307800.9683426,478134694.0713735,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,100,intervention,916533897.4734324,916533897.4734324,933621511.9987787,899446282.9480861,test_reduction_only,0
cost_inpatient_pre_art_200to349,2025,100,percent_change,87.898196188959,87.898196188959,95.28010893769044,80.51628344022757,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,0,baseline,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,0,intervention,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,25,absolute_dif,61408115.0455485,61408115.0455485,62428340.36701048,60387889.724086516,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,25,baseline,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,25,intervention,788757073.6455941,788757073.6455941,798729341.2062502,778784806.084938,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,25,percent_change,8.447217570662549,8.447217570662549,8.715147439621868,8.17928770170323,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,50,absolute_dif,142616270.82871556,142616270.82871556,146622081.85700533,138610459.8004258,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,50,baseline,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,50,intervention,869965229.4287612,869965229.4287612,876951911.2825894,862978547.5749329,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,50,percent_change,19.62187053099681,19.62187053099681,20.469158985442345,18.774582076551276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,75,absolute_dif,248951059.86062276,248951059.86062276,259822533.11602727,238079586.60521826,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,75,baseline,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,75,intervention,976300018.4606683,976300018.4606683,976421038.0873818,976178998.8339549,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,75,percent_change,34.260883356905794,34.260883356905794,36.273342197561405,32.24842451625018,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,100,absolute_dif,377686195.8146147,377686195.8146147,401162175.9586939,354210215.6705355,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,100,baseline,727348958.6000457,727348958.6000457,738341451.4821637,716356465.7179276,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,100,intervention,1105035154.4146605,1105035154.4146605,1117518641.6766214,1092551667.1526992,test_reduction_only,0
cost_inpatient_pre_art_350to499,2025,100,percent_change,51.99361662106889,51.99361662106889,56.00700997307033,47.980223269067444,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,0,baseline,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,0,intervention,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,0,percent_change,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,25,absolute_dif,1702555.4649006128,1702555.4649006128,2368703.625342661,1036407.3044585644,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,25,baseline,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,25,intervention,1192071582.853538,1192071582.853538,1197074990.6734357,1187068175.0336406,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,25,percent_change,0.14280370364837225,0.14280370364837225,0.19824486330784938,0.08736254398889516,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,50,absolute_dif,918359.5957013369,918359.5957013369,2216735.823676259,-380016.63227358484,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,50,baseline,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,50,intervention,1191287386.9843388,1191287386.9843388,1196923022.8717692,1185651751.0969086,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,50,percent_change,0.07670992156103758,0.07670992156103758,0.18550384089992178,-0.03208399777784664,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,75,absolute_dif,-4303579.277167678,-4303579.277167678,-2966673.4276715335,-5640485.126663823,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,75,baseline,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,75,intervention,1186065448.1114697,1186065448.1114697,1191739613.6204214,1180391282.6025183,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,75,percent_change,-0.36199195376293414,-0.36199195376293414,-0.24836278924708247,-0.47562111827878584,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,100,absolute_dif,-15105422.222168922,-15105422.222168922,-15040491.175663458,-15170353.268674387,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,100,baseline,1190369027.3886375,1190369027.3886375,1194706287.048093,1186031767.729182,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,100,intervention,1175263605.1664686,1175263605.1664686,1179535933.7794187,1170991276.5535185,test_reduction_only,0
cost_inpatient_pre_art_over500,2025,100,percent_change,-1.268966340294578,-1.268966340294578,-1.2681352802528447,-1.2697974003363115,test_reduction_only,0
cost_inpatient_pre_art_under200,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
cost_inpatient_pre_art_under200,2025,0,baseline,247495806.83025196,247495806.83025196,252667071.35923165,242324542.30127227,test_reduction_only,0
