year,modeled_scenario,indicator,mean,upper_CI,lower_CI,type,group
2043,Status quo,Total15plus,54451470,54542682.5,54355557.5,Total population,15+ years
2043,Status quo,Total15to49,35884750,35947425,35798417.5,Total population,15-49 years
2044,Status quo,ARTcoverage15to49,0.7469521,0.7599087250000001,0.7350513000000001,ART coverage,15-49 years
2044,Status quo,ARTcoverageAdult,0.7795416,0.785216875,0.7727081,ART coverage,15+ years
2044,Status quo,HIVinc15plus,0.001745641,0.00193316375,0.00158017825,HIV incidence,15+ years
2044,Status quo,HIVinc15to49,0.001741617,0.00195107299999999,0.0015485275,HIV incidence,15-49 years
2044,Status quo,IncPrevRatio15plus,0.01043072,0.0111905575,0.009645639,Incidence:Prevalence ratio,15+ years
2044,Status quo,IncPrevRatio15to49,0.02247377,0.0238291825,0.0207548375,Incidence:Prevalence ratio,15-49 years
2044,Status quo,NewAdultHIV,82343.14,90742.7975,74826.545,New HIV infections,15-49 years
2044,Status quo,NewHIV15to49,58107.52,64862.8625,51873.869999999995,New HIV infections,15+ years
2044,Status quo,Prev15plus,0.1432802,0.14737102500000002,0.13995744999999998,HIV prevalence,15+ years
2044,Status quo,Prev15to49,0.07183611,0.07593668249999999,0.0691746275,HIV prevalence,15-49 years
2044,Status quo,TotHIV15,7862856,8085027.25,7682965.75,Total living with HIV,15+ years
2044,Status quo,TotHIV15to49,2582670,2731969.75,2485804.25,Total living with HIV,15-49 years
2044,Status quo,Total15plus,54877610,54971032.5,54779432.5,Total population,15+ years
2044,Status quo,Total15to49,35952030,36016392.5,35864227.5,Total population,15-49 years
2045,Status quo,ARTcoverage15to49,0.7468021,0.759893675,0.734811025,ART coverage,15-49 years
2045,Status quo,ARTcoverageAdult,0.7806012,0.78617835,0.77383255,ART coverage,15+ years
2045,Status quo,HIVinc15plus,0.001664229,0.00184783425,0.00150169625,HIV incidence,15+ years
2045,Status quo,HIVinc15to49,0.001651742,0.00185629,0.0014602815,HIV incidence,15-49 years
2045,Status quo,IncPrevRatio15plus,0.010166033,0.0109300825,0.0093798575,Incidence:Prevalence ratio,15+ years
2045,Status quo,IncPrevRatio15to49,0.02251907,0.023901475,0.0207566625,Incidence:Prevalence ratio,15-49 years
2045,Status quo,NewAdultHIV,79339.46,87663.69750000001,71870.675,New HIV infections,15-49 years
2045,Status quo,NewHIV15to49,55439.82,62088.6125,49218.0625,New HIV infections,15+ years
2045,Status quo,Prev15plus,0.1405883,0.14470727500000002,0.137253175,HIV prevalence,15+ years
2045,Status quo,Prev15to49,0.06824643,0.072332370000000007,0.06555694499999999,HIV prevalence,15-49 years
2045,Status quo,TotHIV15,7773440,7999147,7591100.75,Total living with HIV,15+ years
2045,Status quo,TotHIV15to49,2458852,2608012.75,2360782.75,Total living with HIV,15-49 years
2045,Status quo,Total15plus,55292370,55387850,55191930,Total population,15+ years
2045,Status quo,Total15to49,36028780,36094795,35939782.5,Total population,15-49 years
2046,Status quo,ARTcoverage15to49,0.7466898,0.759902075,0.734605325,ART coverage,15-49 years
2046,Status quo,ARTcoverageAdult,0.7816066,0.7870957000000001,0.77489545,ART coverage,15+ years
2046,Status quo,HIVinc15plus,0.00158708,0.00176683825,0.00142740925,HIV incidence,15+ years
2046,Status quo,HIVinc15to49,0.001567237,0.0017669195,0.00137754675,HIV incidence,15-49 years
2046,Status quo,IncPrevRatio15plus,0.009918879,0.0106874525,0.0091308105,Incidence:Prevalence ratio,15+ years
2046,Status quo,IncPrevRatio15to49,0.02254927999999999,0.02396057,0.02074593499999999,Incidence:Prevalence ratio,15-49 years
2046,Status quo,NewAdultHIV,76453.22,84700.2875,69032.7,New HIV infections,15-49 years
2046,Status quo,NewHIV15to49,52920.31,59461.63500000001,46715.287500000006,New HIV infections,15+ years
2046,Status quo,Prev15plus,0.1378437,0.1419883,0.13449899999999998,HIV prevalence,15+ years
2046,Status quo,Prev15to49,0.06489218,0.0689513625,0.06216845,HIV prevalence,15-49 years
2046,Status quo,TotHIV15,7677379,7906495.5,7492762.25,Total living with HIV,15+ years
2046,Status quo,TotHIV15to49,2343665,2492271.5,2244149.75,Total living with HIV,15-49 years
2046,Status quo,Total15plus,55696430,55793912.5,55593750,Total population,15+ years
2046,Status quo,Total15to49,36116020,36183552.5,36025982.5,Total population,15-49 years
2047,Status quo,ARTcoverage15to49,0.7465615999999999,0.759890125,0.73437465,ART coverage,15-49 years
2047,Status quo,ARTcoverageAdult,0.7825606,0.787969925,0.7759008,ART coverage,15+ years
2047,Status quo,HIVinc15plus,0.00151387,0.001689838,0.00135700825,HIV incidence,15+ years
2047,Status quo,HIVinc15to49,0.00148771299999999,0.00168256925,0.00129987449999999,HIV incidence,15-49 years
2047,Status quo,IncPrevRatio15plus,0.00968796299999999,0.010461445,0.0088971825,Incidence:Prevalence ratio,15+ years
2047,Status quo,IncPrevRatio15to49,0.02257962,0.0240224225,0.02073684499999999,Incidence:Prevalence ratio,15-49 years
2047,Status quo,NewAdultHIV,73676.28,81844.145,66304.6875,New HIV infections,15-49 years
2047,Status quo,NewHIV15to49,50515.05,56945.345,44332.6475,New HIV infections,15+ years
2047,Status quo,Prev15plus,0.1350484,0.1392171,0.1316956,HIV prevalence,15+ years
2047,Status quo,Prev15to49,0.0617169,0.065736915,0.058953635,HIV prevalence,15-49 years
2047,Status quo,TotHIV15,7574908,7807307.25,7388185.75,Total living with HIV,15+ years
2047,Status quo,TotHIV15to49,2233834,2381382.75,2132712.75,Total living with HIV,15-49 years
2047,Status quo,Total15plus,56090440,56189897.5,55985570,Total population,15+ years
2047,Status quo,Total15to49,36194600,36263432.5,36103827.5,Total population,15-49 years
2048,Status quo,ARTcoverage15to49,0.7465223,0.7599455249999999,0.734231675,ART coverage,15-49 years
2048,Status quo,ARTcoverageAdult,0.7834667,0.7888040249999999,0.7768516,ART coverage,15+ years
2048,Status quo,HIVinc15plus,0.001444299,0.001616539,0.00129019,HIV incidence,15+ years
2048,Status quo,HIVinc15to49,0.001412271,0.0016023225,0.001226508,HIV incidence,15-49 years
2048,Status quo,IncPrevRatio15plus,0.009472079,0.01025080275,0.008677787,Incidence:Prevalence ratio,15+ years
2048,Status quo,IncPrevRatio15to49,0.02258025,0.02405604,0.0207023425,Incidence:Prevalence ratio,15-49 years
2048,Status quo,NewAdultHIV,71001.28,79088.1575,63679.204999999994,New HIV infections,15-49 years
2048,Status quo,NewHIV15to49,48258.7,54581.055,42101.6725,New HIV infections,15+ years
2048,Status quo,Prev15plus,0.1322047,0.13639645,0.128846525,HIV prevalence,15+ years
2048,Status quo,Prev15to49,0.05876125,0.0627337775,0.05593134,HIV prevalence,15-49 years
2048,Status quo,TotHIV15,7466250,7701810,7277591.25,Total living with HIV,15+ years
2048,Status quo,TotHIV15to49,2133692,2280004,2030736,Total living with HIV,15-49 years
2048,Status quo,Total15plus,56475010,56576272.5,56368067.5,Total population,15+ years
2048,Status quo,Total15to49,36310910,36380967.5,36219595,Total population,15-49 years
2049,Status quo,ARTcoverage15to49,0.7465305,0.76003915,0.7341291750000001,ART coverage,15-49 years
2049,Status quo,ARTcoverageAdult,0.7843279,0.789603,0.7777508500000001,ART coverage,15+ years
2049,Status quo,HIVinc15plus,0.001378141,0.00154671675,0.00122672225,HIV incidence,15+ years
2049,Status quo,HIVinc15to49,0.001340637,0.00152591375,0.00115710075,HIV incidence,15-49 years
2049,Status quo,IncPrevRatio15plus,0.009270399,0.0100547965,0.00847177625,Incidence:Prevalence ratio,15+ years
2049,Status quo,IncPrevRatio15to49,0.02256864,0.0240795125,0.02065783999999999,Incidence:Prevalence ratio,15-49 years
2049,Status quo,NewAdultHIV,68423.3,76427.48000000001,61151.3525,New HIV infections,15-49 years
2049,Status quo,NewHIV15to49,46120.88,52336.335,39992.3775,New HIV infections,15+ years
2049,Status quo,Prev15plus,0.129315,0.13352725,0.12595355,HIV prevalence,15+ years
2049,Status quo,Prev15to49,0.05596625,0.05988296749999999,0.053041395,HIV prevalence,15-49 years
2049,Status quo,TotHIV15,7351645,7590233.75,7161224.25,Total living with HIV,15+ years
2049,Status quo,TotHIV15to49,2039911,2184739.5,1935004.75,Total living with HIV,15-49 years
2049,Status quo,Total15plus,56850810,56953847.5,56741787.5,Total population,15+ years
2049,Status quo,Total15to49,36448630,36519802.5,36356885,Total population,15-49 years
2050,Status quo,ARTcoverage15to49,0.7465198000000001,0.7601169750000001,0.7339928250000001,ART coverage,15-49 years
2050,Status quo,ARTcoverageAdult,0.7851471,0.7903673,0.778602325,ART coverage,15+ years
2050,Status quo,HIVinc15plus,0.00131518,0.00148014575,0.00116640825,HIV incidence,15+ years
2050,Status quo,HIVinc15to49,0.001272549,0.00145309075,0.0010913185,HIV incidence,15-49 years
2050,Status quo,IncPrevRatio15plus,0.009082157,0.00987266875,0.0082783515,Incidence:Prevalence ratio,15+ years
2050,Status quo,IncPrevRatio15to49,0.02256822,0.0241171975,0.0206244375,Incidence:Prevalence ratio,15-49 years
2050,Status quo,NewAdultHIV,65937.56,73857.4675,58716.119999999995,New HIV infections,15-49 years
2050,Status quo,NewHIV15to49,44070.24,50177.1225,37974.09,New HIV infections,15+ years
2050,Status quo,Prev15plus,0.1263816,0.130613375,0.1230189,HIV prevalence,15+ years
2050,Status quo,Prev15to49,0.05326774,0.057119615,0.05025438,HIV prevalence,15-49 years
2050,Status quo,TotHIV15,7231326,7472828.5,7039304.75,Total living with HIV,15+ years
2050,Status quo,TotHIV15to49,1948932,2091927,1841209,Total living with HIV,15-49 years
2050,Status quo,Total15plus,57218270,57322912.5,57107285,Total population,15+ years
2050,Status quo,Total15to49,36587160,36659237.5,36495197.5,Total population,15-49 years
2051,Status quo,ARTcoverage15to49,0.7465108,0.7602019,0.733844175,ART coverage,15-49 years
2051,Status quo,ARTcoverageAdult,0.7859264,0.79110025,0.7794078,ART coverage,15+ years
2051,Status quo,HIVinc15plus,0.001255227,0.00141664375,0.0011090425,HIV incidence,15+ years
2051,Status quo,HIVinc15to49,0.001207564,0.0013834035,0.001028748,HIV incidence,15-49 years
2051,Status quo,IncPrevRatio15plus,0.00890665,0.00970375725,0.0080968005,Incidence:Prevalence ratio,15+ years
2051,Status quo,IncPrevRatio15to49,0.02257743,0.0241673825,0.0205998125,Incidence:Prevalence ratio,15-49 years
2051,Status quo,NewAdultHIV,63539.5,71373.8525,56368.8525,New HIV infections,15-49 years
2051,Status quo,NewHIV15to49,42110.79,48109.537500000006,36049.2675,New HIV infections,15+ years
2051,Status quo,Prev15plus,0.1234081,0.127657725,0.120046575,HIV prevalence,15+ years
2051,Status quo,Prev15to49,0.0506574,0.054437125,0.047564,HIV prevalence,15-49 years
2051,Status quo,TotHIV15,7105531,7349816.5,6912082.75,Total living with HIV,15+ years
2051,Status quo,TotHIV15to49,1861207,2002126.25,1749971,Total living with HIV,15-49 years
2051,Status quo,Total15plus,57577650,57683822.5,57464782.5,Total population,15+ years
2051,Status quo,Total15to49,36740730,36813650,36648687.5,Total population,15-49 years
2052,Status quo,ARTcoverage15to49,0.7464374,0.760242125,0.7336086749999999,ART coverage,15-49 years
2052,Status quo,ARTcoverageAdult,0.7866677,0.79180275,0.780168725,ART coverage,15+ years
2052,Status quo,HIVinc15plus,0.001198121,0.00135605075,0.00105447275,HIV incidence,15+ years
2052,Status quo,HIVinc15to49,0.001145498,0.00131695875,9.691472e-4,HIV incidence,15-49 years
2052,Status quo,IncPrevRatio15plus,0.008743282,0.0095474865,0.0079264945,Incidence:Prevalence ratio,15+ years
2052,Status quo,IncPrevRatio15to49,0.02261756,0.0242523025,0.02060251,Incidence:Prevalence ratio,15-49 years
2052,Status quo,NewAdultHIV,61225.06,68972.5575,54105.494999999995,New HIV infections,15-49 years
2052,Status quo,NewHIV15to49,40221.01,46110.7875,34196.7475,New HIV infections,15+ years
2052,Status quo,Prev15plus,0.1203982,0.12466385,0.117039575,HIV prevalence,15+ years
2052,Status quo,Prev15to49,0.04808918,0.05178880500000001,0.0449261825,HIV prevalence,15-49 years
2052,Status quo,TotHIV15,6974509,7221447.75,6779793.75,Total living with HIV,15+ years
2052,Status quo,TotHIV15to49,1774205,1912718.25,1659818,Total living with HIV,15-49 years
2052,Status quo,Total15plus,57928820,58036477.5,57814012.5,Total population,15+ years
2052,Status quo,Total15to49,36893750,36967262.5,36801755,Total population,15-49 years
2053,Status quo,ARTcoverage15to49,0.7463114,0.7602562,0.73329955,ART coverage,15-49 years
2053,Status quo,ARTcoverageAdult,0.7873734,0.79247735,0.780888425,ART coverage,15+ years
2053,Status quo,HIVinc15plus,0.0011437128,0.00129822,0.0010025452,HIV incidence,15+ years
2053,Status quo,HIVinc15to49,0.0010861255,0.0012536095,9.12285025e-4,HIV incidence,15-49 years
2053,Status quo,IncPrevRatio15plus,0.008591506,0.0094033465,0.007766858,Incidence:Prevalence ratio,15+ years
2053,Status quo,IncPrevRatio15to49,0.02268676,0.02437034499999999,0.02062882,Incidence:Prevalence ratio,15-49 years
2053,Status quo,NewAdultHIV,58990.43,66649.8925,51922.3025,New HIV infections,15-49 years
2053,Status quo,NewHIV15to49,38396.98,44197.095,32412.1875,New HIV infections,15+ years
2053,Status quo,Prev15plus,0.1173566,0.12163675,0.114002125,HIV prevalence,15+ years
2053,Status quo,Prev15to49,0.04556893,0.0491809275,0.0423501375,HIV prevalence,15-49 years
2053,Status quo,TotHIV15,6838504,7087974.5,6642685.5,Total living with HIV,15+ years
2053,Status quo,TotHIV15to49,1688259,1824059.5,1571194.5,Total living with HIV,15-49 years
2053,Status quo,Total15plus,58271260,58380785,58154337.5,Total population,15+ years
2053,Status quo,Total15to49,37048100,37122097.5,36956222.5,Total population,15-49 years
2054,Status quo,ARTcoverage15to49,0.7460535,0.760179675,0.7328282500000001,ART coverage,15-49 years
2054,Status quo,ARTcoverageAdult,0.7880448,0.793125275,0.78156835,ART coverage,15+ years
2054,Status quo,HIVinc15plus,0.0010918657,0.00124313649999999,9.53125525e-4,HIV incidence,15+ years
2054,Status quo,HIVinc15to49,0.0010293719,0.00119292925,8.580219499999999e-4,HIV incidence,15-49 years
2054,Status quo,IncPrevRatio15plus,0.008450829,0.009270855,0.00761739099999999,Incidence:Prevalence ratio,15+ years
2054,Status quo,IncPrevRatio15to49,0.02280601,0.02454431,0.0206958975,Incidence:Prevalence ratio,15-49 years
2054,Status quo,NewAdultHIV,56831.98,64405.305,49815.6425,New HIV infections,15-49 years
2054,Status quo,NewHIV15to49,36615.22,42322.259999999995,30673.59,New HIV infections,15+ years
2054,Status quo,Prev15plus,0.1142886,0.118581875,0.110940775,HIV prevalence,15+ years
2054,Status quo,Prev15to49,0.04306557,0.04658033,0.03980726,HIV prevalence,15-49 years
2054,Status quo,TotHIV15,6697783,6949652.25,6501012.5,Total living with HIV,15+ years
2054,Status quo,TotHIV15to49,1601170,1733792,1482084,Total living with HIV,15-49 years
2054,Status quo,Total15plus,58604250,58715627.5,58485285,Total population,15+ years
2054,Status quo,Total15to49,37179430,37253710,37087745,Total population,15-49 years
2055,Status quo,ARTcoverage15to49,0.7454956,0.7598754,0.7320079,ART coverage,15-49 years
2055,Status quo,ARTcoverageAdult,0.7886829,0.7937472999999999,0.7822090500000001,ART coverage,15+ years
2055,Status quo,HIVinc15plus,0.0010424496,0.00119083425,9.0608615e-4,HIV incidence,15+ years
2055,Status quo,HIVinc15to49,9.751171e-4,0.00113483475,8.0616245e-4,HIV incidence,15-49 years
2055,Status quo,IncPrevRatio15plus,0.008320766,0.00914955424999999,0.00747760025,Incidence:Prevalence ratio,15+ years
2055,Status quo,IncPrevRatio15to49,0.02302808,0.0248294425,0.0208521525,Incidence:Prevalence ratio,15-49 years
2055,Status quo,NewAdultHIV,54746.14,62249.9675,47782.192500000005,New HIV infections,15-49 years
2055,Status quo,NewHIV15to49,34846.229999999996,40452.8575,28953.625,New HIV infections,15+ years
2055,Status quo,Prev15plus,0.1111989,0.11550355,0.10785975,HIV prevalence,15+ years
2055,Status quo,Prev15to49,0.04050142,0.0439068975,0.0372208125,HIV prevalence,15-49 years
2055,Status quo,TotHIV15,6552616,6806753.25,6355065.75,Total living with HIV,15+ years
2055,Status quo,TotHIV15to49,1508781,1637529,1388492.25,Total living with HIV,15-49 years
2055,Status quo,Total15plus,58927060,59040192.5,58806210,Total population,15+ years
2055,Status quo,Total15to49,37252220,37326467.5,37160977.5,Total population,15-49 years
2056,Status quo,ARTcoverage15to49,0.7447087,0.75940685,0.7309208,ART coverage,15-49 years
2056,Status quo,ARTcoverageAdult,0.7892889,0.794344875,0.782811975,ART coverage,15+ years
2056,Status quo,HIVinc15plus,9.953425e-4,0.00114088525,8.61306275e-4,HIV incidence,15+ years
2056,Status quo,HIVinc15to49,9.232639e-4,0.00107922025,7.56672875e-4,HIV incidence,15-49 years
2056,Status quo,IncPrevRatio15plus,0.008200876,0.00903901425,0.007347028,Incidence:Prevalence ratio,15+ years
2056,Status quo,IncPrevRatio15to49,0.02332994,0.025200595,0.0210758775,Incidence:Prevalence ratio,15-49 years
2056,Status quo,NewAdultHIV,52729.53,60162.59,45818.6525,New HIV infections,15-49 years
2056,Status quo,NewHIV15to49,33120.24,38623.2975,27280.567499999997,New HIV infections,15+ years
2056,Status quo,Prev15plus,0.1080928,0.112408225,0.10476305,HIV prevalence,15+ years
2056,Status quo,Prev15to49,0.03794321,0.0412335575,0.0346569225,HIV prevalence,15-49 years
2056,Status quo,TotHIV15,6403290,6659549.75,6205109.75,Total living with HIV,15+ years
2056,Status quo,TotHIV15to49,1415156,1539696.5,1294365,Total living with HIV,15-49 years
2056,Status quo,Total15plus,59238920,59353735,59116235,Total population,15+ years
2056,Status quo,Total15to49,37296330,37370347.5,37205565,Total population,15-49 years
2057,Status quo,ARTcoverage15to49,0.7436664000000001,0.7587448250000001,0.7295448250000001,ART coverage,15-49 years
2057,Status quo,ARTcoverageAdult,0.7898632,0.794918,0.7833768999999999,ART coverage,15+ years
2057,Status quo,HIVinc15plus,9.504263e-4,0.001093185,8.186727749999999e-4,HIV incidence,15+ years
2057,Status quo,HIVinc15to49,8.738348e-4,0.0010261181,7.09574425e-4,HIV incidence,15-49 years
2057,Status quo,IncPrevRatio15plus,0.008090745,0.00893884825,0.00722525875,Incidence:Prevalence ratio,15+ years
2057,Status quo,IncPrevRatio15to49,0.02371088,0.02565565249999999,0.0213667375,Incidence:Prevalence ratio,15-49 years
2057,Status quo,NewAdultHIV,50778.96,58139.82750000001,43922.145,New HIV infections,15-49 years
2057,Status quo,NewHIV15to49,31441.18,36837.91,25658.3825,New HIV infections,15+ years
2057,Status quo,Prev15plus,0.1049754,0.109299675,0.101657675,HIV prevalence,15+ years
2057,Status quo,Prev15to49,0.03541841,0.03859221999999999,0.0321407975,HIV prevalence,15-49 years
2057,Status quo,TotHIV15,6250122,6508361.75,6051477.75,Total living with HIV,15+ years
2057,Status quo,TotHIV15to49,1321491,1441670,1200826.5,Total living with HIV,15-49 years
2057,Status quo,Total15plus,59538930,59655222.5,59414537.5,Total population,15+ years
2057,Status quo,Total15to49,37310450,37383962.5,37219930,Total population,15-49 years
2058,Status quo,ARTcoverage15to49,0.7423603,0.7578773249999999,0.727877625,ART coverage,15-49 years
2058,Status quo,ARTcoverageAdult,0.790407,0.795468225,0.783906375,ART coverage,15+ years
2058,Status quo,HIVinc15plus,9.075877e-4,0.001047605075,7.78077625e-4,HIV incidence,15+ years
2058,Status quo,HIVinc15to49,8.268843000000001e-4,9.75595175e-4,6.649337e-4,HIV incidence,15-49 years
2058,Status quo,IncPrevRatio15plus,0.007989968,0.008848653,0.00711188475,Incidence:Prevalence ratio,15+ years
2058,Status quo,IncPrevRatio15to49,0.02417182,0.0261939625,0.02172645749999999,Incidence:Prevalence ratio,15-49 years
2058,Status quo,NewAdultHIV,48891.45,56178.7125,42089.8025,New HIV infections,15-49 years
2058,Status quo,NewHIV15to49,29816.83,35105.235,24095.2675,New HIV infections,15+ years
2058,Status quo,Prev15plus,0.10185227,0.106184125,0.0985473925,HIV prevalence,15+ years
2058,Status quo,Prev15to49,0.03295122,0.0360103875,0.02969471499999999,HIV prevalence,15-49 years
2058,Status quo,TotHIV15,6093440,6353514.75,5894492,Total living with HIV,15+ years
2058,Status quo,TotHIV15to49,1228981,1344784,1108990.75,Total living with HIV,15-49 years
2058,Status quo,Total15plus,59826370,59944087.5,59700362.5,Total population,15+ years
2058,Status quo,Total15to49,37296600,37369545,37205972.5,Total population,15-49 years
2059,Status quo,ARTcoverage15to49,0.7408716,0.7568704500000001,0.7260166,ART coverage,15-49 years
2059,Status quo,ARTcoverageAdult,0.7909199,0.795994225,0.784399075,ART coverage,15+ years
2059,Status quo,HIVinc15plus,8.667278e-4,0.0010040548,7.39421925e-4,HIV incidence,15+ years
2059,Status quo,HIVinc15to49,7.82435e-4,9.27676975e-4,6.22807725e-4,HIV incidence,15-49 years
2059,Status quo,IncPrevRatio15plus,0.007898189,0.00876807625,0.00700655375,Incidence:Prevalence ratio,15+ years
2059,Status quo,IncPrevRatio15to49,0.02468362,0.026783025,0.0221277875,Incidence:Prevalence ratio,15-49 years
2059,Status quo,NewAdultHIV,47064.46,54276.600000000006,40319.425,New HIV infections,15-49 years
2059,Status quo,NewHIV15to49,28264.5,33444.8975,22607.52,New HIV infections,15+ years
2059,Status quo,Prev15plus,0.09872853,0.103065575,0.095438455,HIV prevalence,15+ years
2059,Status quo,Prev15to49,0.03059868,0.0335507525,0.0273742825,HIV prevalence,15-49 years
2059,Status quo,TotHIV15,5933614,6195365.5,5734515.75,Total living with HIV,15+ years
2059,Status quo,TotHIV15to49,1140507,1252184.25,1021646.75,Total living with HIV,15-49 years
2059,Status quo,Total15plus,60100330,60219375,59972865,Total population,15+ years
2059,Status quo,Total15to49,37272670,37344940,37181470,Total population,15-49 years
2060,Status quo,ARTcoverage15to49,0.7393696,0.755862775,0.724154375,ART coverage,15-49 years
2060,Status quo,ARTcoverageAdult,0.7914029,0.79649755,0.78485655,ART coverage,15+ years
2060,Status quo,HIVinc15plus,8.277495e-4,9.62431275e-4,7.02614425e-4,HIV incidence,15+ years
2060,Status quo,HIVinc15to49,7.404745e-4,8.82351475e-4,5.832079e-4,HIV incidence,15-49 years
2060,Status quo,IncPrevRatio15plus,0.007815089,0.0086968135,0.006908948,Incidence:Prevalence ratio,15+ years
2060,Status quo,IncPrevRatio15to49,0.02518109,0.0273559025,0.02250753,Incidence:Prevalence ratio,15-49 years
2060,Status quo,NewAdultHIV,45295.74,52431.122500000005,38608.89,New HIV infections,15-49 years
2060,Status quo,NewHIV15to49,26796.34,31871.28,21205.995000000003,New HIV infections,15+ years
2060,Status quo,Prev15plus,0.09560981,0.0999515975,0.092300325,HIV prevalence,15+ years
2060,Status quo,Prev15to49,0.02843995,0.031295055,0.02525598,HIV prevalence,15-49 years
2060,Status quo,TotHIV15,5771025,6034289.5,5571840,Total living with HIV,15+ years
2060,Status quo,TotHIV15to49,1059573.6,1167536.5,942135,Total living with HIV,15-49 years
2060,Status quo,Total15plus,60360220,60480485,60231367.5,Total population,15+ years
2060,Status quo,Total15to49,37256030,37327857.5,37163667.5,Total population,15-49 years
2061,Status quo,ARTcoverage15to49,0.7378586,0.7548571,0.7222948499999999,ART coverage,15-49 years
2061,Status quo,ARTcoverageAdult,0.7918557,0.796978425,0.7852778,ART coverage,15+ years
2061,Status quo,HIVinc15plus,7.90562e-4,9.226436e-4,6.67565225e-4,HIV incidence,15+ years
2061,Status quo,HIVinc15to49,7.010486e-4,8.39679025e-4,5.46156425e-4,HIV incidence,15-49 years
2061,Status quo,IncPrevRatio15plus,0.007740383,0.00863457375,0.0068187675,Incidence:Prevalence ratio,15+ years
2061,Status quo,IncPrevRatio15to49,0.02566261,0.0279121,0.0228652525,Incidence:Prevalence ratio,15-49 years
2061,Status quo,NewAdultHIV,43583.21,50640.135,36956.33,New HIV infections,15-49 years
2061,Status quo,NewHIV15to49,25403.67,30374.160000000003,19883.635,New HIV infections,15+ years
2061,Status quo,Prev15plus,0.09250118,0.096845265,0.08916320999999999,HIV prevalence,15+ years
2061,Status quo,Prev15to49,0.02646544,0.0292308875,0.0233273925,HIV prevalence,15-49 years
2061,Status quo,TotHIV15,5606082,5870694.5,5405116.5,Total living with HIV,15+ years
2061,Status quo,TotHIV15to49,985333.4,1089832,869561.725,Total living with HIV,15-49 years
2061,Status quo,Total15plus,60605560,60727072.5,60475370,Total population,15+ years
2061,Status quo,Total15to49,37230350,37301742.5,37136587.5,Total population,15-49 years
2062,Status quo,ARTcoverage15to49,0.7362664999999999,0.7537936249999999,0.720351825,ART coverage,15-49 years
2062,Status quo,ARTcoverageAdult,0.7922785,0.797436075,0.7856640500000001,ART coverage,15+ years
2062,Status quo,HIVinc15plus,7.550776e-4,8.84601e-4,6.341913e-4,HIV incidence,15+ years
2062,Status quo,HIVinc15to49,6.641009e-4,7.996055000000001e-4,5.1158675e-4,HIV incidence,15-49 years
2062,Status quo,IncPrevRatio15plus,0.00767379699999999,0.00858110474999999,0.00673574,Incidence:Prevalence ratio,15+ years
2062,Status quo,IncPrevRatio15to49,0.02616545,0.0284883575,0.0232404025,Incidence:Prevalence ratio,15-49 years
2062,Status quo,NewAdultHIV,41925.18,48901.9925,35360.145000000004,New HIV infections,15-49 years
2062,Status quo,NewHIV15to49,24083.83,28950.715,18638.1175,New HIV infections,15+ years
2062,Status quo,Prev15plus,0.08940778,0.0937526625,0.0860436625,HIV prevalence,15+ years
2062,Status quo,Prev15to49,0.02462671,0.02730852,0.021537385,HIV prevalence,15-49 years
2062,Status quo,TotHIV15,5439219,5705005,5235735.75,Total living with HIV,15+ years
2062,Status quo,TotHIV15to49,915871.9,1017092,801931.175,Total living with HIV,15-49 years
2062,Status quo,Total15plus,60836110,60958727.5,60704672.5,Total population,15+ years
2062,Status quo,Total15to49,37189550,37260605,37094385,Total population,15-49 years
2063,Status quo,ARTcoverage15to49,0.7345887,0.75266435,0.7183219750000001,ART coverage,15-49 years
2063,Status quo,ARTcoverageAdult,0.7926711,0.79787105,0.786014075,ART coverage,15+ years
2063,Status quo,HIVinc15plus,7.212148e-4,8.4822125e-4,6.024133e-4,HIV incidence,15+ years
2063,Status quo,HIVinc15to49,6.295801e-4,7.620806499999999e-4,4.7944775e-4,HIV incidence,15-49 years
2063,Status quo,IncPrevRatio15plus,0.007615093,0.00853617425,0.00665960775,Incidence:Prevalence ratio,15+ years
2063,Status quo,IncPrevRatio15to49,0.02669323,0.0290874075,0.023639365,Incidence:Prevalence ratio,15-49 years
2063,Status quo,NewAdultHIV,40320.17,47215.15,33818.89,New HIV infections,15-49 years
2063,Status quo,NewHIV15to49,22839.18,27603.8975,17471.22,New HIV infections,15+ years
2063,Status quo,Prev15plus,0.08633473,0.0906785025,0.08294682749999999,HIV prevalence,15+ years
2063,Status quo,Prev15to49,0.02291678,0.02552998,0.0198772275,HIV prevalence,15-49 years
2063,Status quo,TotHIV15,5270890,5537661,5065073.75,Total living with HIV,15+ years
2063,Status quo,TotHIV15to49,851059,949196.175,739030.95,Total living with HIV,15-49 years
2063,Status quo,Total15plus,61051830,61175560,60919175,Total population,15+ years
2063,Status quo,Total15to49,37136220,37206967.5,37039760,Total population,15-49 years
2064,Status quo,ARTcoverage15to49,0.7328845,0.751515175,0.71627085,ART coverage,15-49 years
2064,Status quo,ARTcoverageAdult,0.7930334,0.7982828,0.7863281,ART coverage,15+ years
2064,Status quo,HIVinc15plus,6.888984e-4,8.13428125e-4,5.721566500000001e-4,HIV incidence,15+ years
2064,Status quo,HIVinc15to49,5.97405e-4,7.270218e-4,4.496552e-4,HIV incidence,15-49 years
2064,Status quo,IncPrevRatio15plus,0.007564039,0.00849955575,0.006590134,Incidence:Prevalence ratio,15+ years
