intervention_year,indicator,year,parameter_set,scenario,value
2030,DiagnosedHIV_M,2050,1,intervention,1957070
2030,DiagnosedHIV_M,2050,1,baseline,1996080
2030,DiagnosedHIV_M,2050,2,intervention,1975750
2030,DiagnosedHIV_M,2050,2,baseline,2001360
2030,DiagnosedHIV_M,2051,1,intervention,1919090
2030,DiagnosedHIV_M,2051,1,baseline,1945670
2030,DiagnosedHIV_M,2051,2,intervention,1935350
2030,DiagnosedHIV_M,2051,2,baseline,1949650
2030,DiagnosedHIV_M,2052,1,intervention,1880490
2030,DiagnosedHIV_M,2052,1,baseline,1894260
2030,DiagnosedHIV_M,2052,2,intervention,1894240
2030,DiagnosedHIV_M,2052,2,baseline,1896960
2030,DiagnosedHIV_M,2053,1,intervention,1841350
2030,DiagnosedHIV_M,2053,1,baseline,1841950
2030,DiagnosedHIV_M,2053,2,intervention,1852490
2030,DiagnosedHIV_M,2053,2,baseline,1843430
2030,DiagnosedHIV_M,2054,1,intervention,1801730
2030,DiagnosedHIV_M,2054,1,baseline,1788880
2030,DiagnosedHIV_M,2054,2,intervention,1810210
2030,DiagnosedHIV_M,2054,2,baseline,1789200
2030,DiagnosedHIV_M,2055,1,intervention,1761740
2030,DiagnosedHIV_M,2055,1,baseline,1735190
2030,DiagnosedHIV_M,2055,2,intervention,1767490
2030,DiagnosedHIV_M,2055,2,baseline,1734400
2030,DiagnosedHIV_M,2056,1,intervention,1721460
2030,DiagnosedHIV_M,2056,1,baseline,1681010
2030,DiagnosedHIV_M,2056,2,intervention,1724440
2030,DiagnosedHIV_M,2056,2,baseline,1679180
2030,DiagnosedHIV_M,2057,1,intervention,1681000
2030,DiagnosedHIV_M,2057,1,baseline,1626490
2030,DiagnosedHIV_M,2057,2,intervention,1681190
2030,DiagnosedHIV_M,2057,2,baseline,1623700
2030,DiagnosedHIV_M,2058,1,intervention,1640480
2030,DiagnosedHIV_M,2058,1,baseline,1571780
2030,DiagnosedHIV_M,2058,2,intervention,1637860
2030,DiagnosedHIV_M,2058,2,baseline,1568100
2030,DiagnosedHIV_M,2059,1,intervention,1600020
2030,DiagnosedHIV_M,2059,1,baseline,1517030
2030,DiagnosedHIV_M,2059,2,intervention,1594600
2030,DiagnosedHIV_M,2059,2,baseline,1512560
2030,DiagnosedHIV_M,2060,1,intervention,1559750
2030,DiagnosedHIV_M,2060,1,baseline,1462410
2030,DiagnosedHIV_M,2060,2,intervention,1551530
2030,DiagnosedHIV_M,2060,2,baseline,1457230
2030,DiagnosedHIV_M,2061,1,intervention,1519810
2030,DiagnosedHIV_M,2061,1,baseline,1408080
2030,DiagnosedHIV_M,2061,2,intervention,1508800
2030,DiagnosedHIV_M,2061,2,baseline,1402270
2030,DiagnosedHIV_M,2062,1,intervention,1480310
2030,DiagnosedHIV_M,2062,1,baseline,1354190
2030,DiagnosedHIV_M,2062,2,intervention,1466550
2030,DiagnosedHIV_M,2062,2,baseline,1347860
2030,DiagnosedHIV_M,2063,1,intervention,1441400
2030,DiagnosedHIV_M,2063,1,baseline,1300890
2030,DiagnosedHIV_M,2063,2,intervention,1424920
2030,DiagnosedHIV_M,2063,2,baseline,1294130
2030,DiagnosedHIV_M,2064,1,intervention,1403190
2030,DiagnosedHIV_M,2064,1,baseline,1248350
2030,DiagnosedHIV_M,2064,2,intervention,1384030
2030,DiagnosedHIV_M,2064,2,baseline,1241250
2030,DiagnosedHIV_M,2065,1,intervention,1365800
2030,DiagnosedHIV_M,2065,1,baseline,1196690
2030,DiagnosedHIV_M,2065,2,intervention,1344020
2030,DiagnosedHIV_M,2065,2,baseline,1189360
2030,DiagnosedHIV_M,2066,1,intervention,1329350
2030,DiagnosedHIV_M,2066,1,baseline,1146070
2030,DiagnosedHIV_M,2066,2,intervention,1305000
2030,DiagnosedHIV_M,2066,2,baseline,1138590
2030,DiagnosedHIV_M,2067,1,intervention,1293940
2030,DiagnosedHIV_M,2067,1,baseline,1096590
2030,DiagnosedHIV_M,2067,2,intervention,1267080
2030,DiagnosedHIV_M,2067,2,baseline,1089070
2030,DiagnosedHIV_M,2068,1,intervention,1259670
2030,DiagnosedHIV_M,2068,1,baseline,1048390
2030,DiagnosedHIV_M,2068,2,intervention,1230340
2030,DiagnosedHIV_M,2068,2,baseline,1040910
2030,DiagnosedHIV_M,2069,1,intervention,1226600
2030,DiagnosedHIV_M,2069,1,baseline,1001560
2030,DiagnosedHIV_M,2069,2,intervention,1194890
2030,DiagnosedHIV_M,2069,2,baseline,994199
2030,DiagnosedHIV_M,2070,1,intervention,1194800
2030,DiagnosedHIV_M,2070,1,baseline,956177
2030,DiagnosedHIV_M,2070,2,intervention,1160770
2030,DiagnosedHIV_M,2070,2,baseline,949028
2030,DiagnosedHIV_F,1985,1,intervention,0
2030,DiagnosedHIV_F,1985,1,baseline,0
2030,DiagnosedHIV_F,1985,2,intervention,0
2030,DiagnosedHIV_F,1985,2,baseline,0
2030,DiagnosedHIV_F,1986,1,intervention,5.80273
2030,DiagnosedHIV_F,1986,1,baseline,5.80273
2030,DiagnosedHIV_F,1986,2,intervention,6.72078
2030,DiagnosedHIV_F,1986,2,baseline,6.72078
2030,DiagnosedHIV_F,1987,1,intervention,20.3897
2030,DiagnosedHIV_F,1987,1,baseline,20.3897
2030,DiagnosedHIV_F,1987,2,intervention,23.5192
2030,DiagnosedHIV_F,1987,2,baseline,23.5192
2030,DiagnosedHIV_F,1988,1,intervention,58.0514
2030,DiagnosedHIV_F,1988,1,baseline,58.0514
2030,DiagnosedHIV_F,1988,2,intervention,67.4317
2030,DiagnosedHIV_F,1988,2,baseline,67.4317
2030,DiagnosedHIV_F,1989,1,intervention,149.494
2030,DiagnosedHIV_F,1989,1,baseline,149.494
2030,DiagnosedHIV_F,1989,2,intervention,175.433
2030,DiagnosedHIV_F,1989,2,baseline,175.433
2030,DiagnosedHIV_F,1990,1,intervention,351.409
2030,DiagnosedHIV_F,1990,1,baseline,351.409
2030,DiagnosedHIV_F,1990,2,intervention,414.41
2030,DiagnosedHIV_F,1990,2,baseline,414.41
2030,DiagnosedHIV_F,1991,1,intervention,763.203
2030,DiagnosedHIV_F,1991,1,baseline,763.203
2030,DiagnosedHIV_F,1991,2,intervention,897.528
2030,DiagnosedHIV_F,1991,2,baseline,897.528
2030,DiagnosedHIV_F,1992,1,intervention,2691.18
2030,DiagnosedHIV_F,1992,1,baseline,2691.18
2030,DiagnosedHIV_F,1992,2,intervention,3037.88
2030,DiagnosedHIV_F,1992,2,baseline,3037.88
2030,DiagnosedHIV_F,1993,1,intervention,7759.34
2030,DiagnosedHIV_F,1993,1,baseline,7759.34
2030,DiagnosedHIV_F,1993,2,intervention,8519.89
2030,DiagnosedHIV_F,1993,2,baseline,8519.89
2030,DiagnosedHIV_F,1994,1,intervention,18088.2
2030,DiagnosedHIV_F,1994,1,baseline,18088.2
2030,DiagnosedHIV_F,1994,2,intervention,19423.5
2030,DiagnosedHIV_F,1994,2,baseline,19423.5
2030,DiagnosedHIV_F,1995,1,intervention,36133.6
2030,DiagnosedHIV_F,1995,1,baseline,36133.6
2030,DiagnosedHIV_F,1995,2,intervention,38072.3
2030,DiagnosedHIV_F,1995,2,baseline,38072.3
2030,DiagnosedHIV_F,1996,1,intervention,64341.7
2030,DiagnosedHIV_F,1996,1,baseline,64341.7
2030,DiagnosedHIV_F,1996,2,intervention,66721.8
2030,DiagnosedHIV_F,1996,2,baseline,66721.8
2030,DiagnosedHIV_F,1997,1,intervention,103546
2030,DiagnosedHIV_F,1997,1,baseline,103546
2030,DiagnosedHIV_F,1997,2,intervention,106012
2030,DiagnosedHIV_F,1997,2,baseline,106012
2030,DiagnosedHIV_F,1998,1,intervention,155405
2030,DiagnosedHIV_F,1998,1,baseline,155405
2030,DiagnosedHIV_F,1998,2,intervention,157531
2030,DiagnosedHIV_F,1998,2,baseline,157531
2030,DiagnosedHIV_F,1999,1,intervention,219923
2030,DiagnosedHIV_F,1999,1,baseline,219923
2030,DiagnosedHIV_F,1999,2,intervention,221335
2030,DiagnosedHIV_F,1999,2,baseline,221335
2030,DiagnosedHIV_F,2000,1,intervention,296896
2030,DiagnosedHIV_F,2000,1,baseline,296896
2030,DiagnosedHIV_F,2000,2,intervention,297337
2030,DiagnosedHIV_F,2000,2,baseline,297337
2030,DiagnosedHIV_F,2001,1,intervention,385672
2030,DiagnosedHIV_F,2001,1,baseline,385672
2030,DiagnosedHIV_F,2001,2,intervention,385041
2030,DiagnosedHIV_F,2001,2,baseline,385041
2030,DiagnosedHIV_F,2002,1,intervention,487994
2030,DiagnosedHIV_F,2002,1,baseline,487994
2030,DiagnosedHIV_F,2002,2,intervention,486378
2030,DiagnosedHIV_F,2002,2,baseline,486378
2030,DiagnosedHIV_F,2003,1,intervention,603747
2030,DiagnosedHIV_F,2003,1,baseline,603747
2030,DiagnosedHIV_F,2003,2,intervention,601432
2030,DiagnosedHIV_F,2003,2,baseline,601432
2030,DiagnosedHIV_F,2004,1,intervention,737733
2030,DiagnosedHIV_F,2004,1,baseline,737733
2030,DiagnosedHIV_F,2004,2,intervention,736046
2030,DiagnosedHIV_F,2004,2,baseline,736046
2030,DiagnosedHIV_F,2005,1,intervention,889619
2030,DiagnosedHIV_F,2005,1,baseline,889619
2030,DiagnosedHIV_F,2005,2,intervention,890137
2030,DiagnosedHIV_F,2005,2,baseline,890137
2030,DiagnosedHIV_F,2006,1,intervention,1110660
2030,DiagnosedHIV_F,2006,1,baseline,1110660
2030,DiagnosedHIV_F,2006,2,intervention,1116260
2030,DiagnosedHIV_F,2006,2,baseline,1116260
2030,DiagnosedHIV_F,2007,1,intervention,1378890
2030,DiagnosedHIV_F,2007,1,baseline,1378890
2030,DiagnosedHIV_F,2007,2,intervention,1392920
2030,DiagnosedHIV_F,2007,2,baseline,1392920
2030,DiagnosedHIV_F,2008,1,intervention,1665870
2030,DiagnosedHIV_F,2008,1,baseline,1665870
2030,DiagnosedHIV_F,2008,2,intervention,1691260
2030,DiagnosedHIV_F,2008,2,baseline,1691260
2030,DiagnosedHIV_F,2009,1,intervention,1955030
2030,DiagnosedHIV_F,2009,1,baseline,1955030
2030,DiagnosedHIV_F,2009,2,intervention,1993830
2030,DiagnosedHIV_F,2009,2,baseline,1993830
2030,DiagnosedHIV_F,2010,1,intervention,2370250
2030,DiagnosedHIV_F,2010,1,baseline,2370250
2030,DiagnosedHIV_F,2010,2,intervention,2432060
2030,DiagnosedHIV_F,2010,2,baseline,2432060
2030,DiagnosedHIV_F,2011,1,intervention,2753420
2030,DiagnosedHIV_F,2011,1,baseline,2753420
2030,DiagnosedHIV_F,2011,2,intervention,2835160
2030,DiagnosedHIV_F,2011,2,baseline,2835160
2030,DiagnosedHIV_F,2012,1,intervention,3044060
2030,DiagnosedHIV_F,2012,1,baseline,3044060
2030,DiagnosedHIV_F,2012,2,intervention,3133590
2030,DiagnosedHIV_F,2012,2,baseline,3133590
2030,DiagnosedHIV_F,2013,1,intervention,3293040
2030,DiagnosedHIV_F,2013,1,baseline,3293040
2030,DiagnosedHIV_F,2013,2,intervention,3384630
2030,DiagnosedHIV_F,2013,2,baseline,3384630
2030,DiagnosedHIV_F,2014,1,intervention,3492730
2030,DiagnosedHIV_F,2014,1,baseline,3492730
2030,DiagnosedHIV_F,2014,2,intervention,3581940
2030,DiagnosedHIV_F,2014,2,baseline,3581940
2030,DiagnosedHIV_F,2015,1,intervention,3699750
2030,DiagnosedHIV_F,2015,1,baseline,3699750
2030,DiagnosedHIV_F,2015,2,intervention,3786060
2030,DiagnosedHIV_F,2015,2,baseline,3786060
2030,DiagnosedHIV_F,2016,1,intervention,3914440
2030,DiagnosedHIV_F,2016,1,baseline,3914440
2030,DiagnosedHIV_F,2016,2,intervention,3997980
2030,DiagnosedHIV_F,2016,2,baseline,3997980
2030,DiagnosedHIV_F,2017,1,intervention,4105670
2030,DiagnosedHIV_F,2017,1,baseline,4105670
2030,DiagnosedHIV_F,2017,2,intervention,4185890
2030,DiagnosedHIV_F,2017,2,baseline,4185890
2030,DiagnosedHIV_F,2018,1,intervention,4268040
2030,DiagnosedHIV_F,2018,1,baseline,4268040
2030,DiagnosedHIV_F,2018,2,intervention,4344430
2030,DiagnosedHIV_F,2018,2,baseline,4344430
2030,DiagnosedHIV_F,2019,1,intervention,4421370
2030,DiagnosedHIV_F,2019,1,baseline,4421370
2030,DiagnosedHIV_F,2019,2,intervention,4494140
2030,DiagnosedHIV_F,2019,2,baseline,4494140
2030,DiagnosedHIV_F,2020,1,intervention,4571650
2030,DiagnosedHIV_F,2020,1,baseline,4571650
2030,DiagnosedHIV_F,2020,2,intervention,4641390
2030,DiagnosedHIV_F,2020,2,baseline,4641390
2030,DiagnosedHIV_F,2021,1,intervention,4646190
2030,DiagnosedHIV_F,2021,1,baseline,4646190
2030,DiagnosedHIV_F,2021,2,intervention,4712160
2030,DiagnosedHIV_F,2021,2,baseline,4712160
2030,DiagnosedHIV_F,2022,1,intervention,4737700
2030,DiagnosedHIV_F,2022,1,baseline,4737700
2030,DiagnosedHIV_F,2022,2,intervention,4790490
2030,DiagnosedHIV_F,2022,2,baseline,4790490
2030,DiagnosedHIV_F,2023,1,intervention,4833230
2030,DiagnosedHIV_F,2023,1,baseline,4833230
2030,DiagnosedHIV_F,2023,2,intervention,4875600
2030,DiagnosedHIV_F,2023,2,baseline,4875600
2030,DiagnosedHIV_F,2024,1,intervention,4917360
2030,DiagnosedHIV_F,2024,1,baseline,4917360
2030,DiagnosedHIV_F,2024,2,intervention,4954670
2030,DiagnosedHIV_F,2024,2,baseline,4954670
2030,DiagnosedHIV_F,2025,1,intervention,4993550
2030,DiagnosedHIV_F,2025,1,baseline,4993550
2030,DiagnosedHIV_F,2025,2,intervention,5028040
2030,DiagnosedHIV_F,2025,2,baseline,5028040
2030,DiagnosedHIV_F,2026,1,intervention,5065620
2030,DiagnosedHIV_F,2026,1,baseline,5065620
2030,DiagnosedHIV_F,2026,2,intervention,5098190
2030,DiagnosedHIV_F,2026,2,baseline,5098190
2030,DiagnosedHIV_F,2027,1,intervention,5131050
2030,DiagnosedHIV_F,2027,1,baseline,5131050
2030,DiagnosedHIV_F,2027,2,intervention,5162010
2030,DiagnosedHIV_F,2027,2,baseline,5162010
2030,DiagnosedHIV_F,2028,1,intervention,5190640
2030,DiagnosedHIV_F,2028,1,baseline,5190640
2030,DiagnosedHIV_F,2028,2,intervention,5219990
2030,DiagnosedHIV_F,2028,2,baseline,5219990
2030,DiagnosedHIV_F,2029,1,intervention,5244370
2030,DiagnosedHIV_F,2029,1,baseline,5244370
2030,DiagnosedHIV_F,2029,2,intervention,5272030
2030,DiagnosedHIV_F,2029,2,baseline,5272030
2030,DiagnosedHIV_F,2030,1,intervention,5291560
2030,DiagnosedHIV_F,2030,1,baseline,5291560
2030,DiagnosedHIV_F,2030,2,intervention,5317420
2030,DiagnosedHIV_F,2030,2,baseline,5317420
2030,DiagnosedHIV_F,2031,1,intervention,5271650
2030,DiagnosedHIV_F,2031,1,baseline,5332680
2030,DiagnosedHIV_F,2031,2,intervention,5298440
2030,DiagnosedHIV_F,2031,2,baseline,5356580
2030,DiagnosedHIV_F,2032,1,intervention,5259040
2030,DiagnosedHIV_F,2032,1,baseline,5367370
2030,DiagnosedHIV_F,2032,2,intervention,5285750
2030,DiagnosedHIV_F,2032,2,baseline,5389200
2030,DiagnosedHIV_F,2033,1,intervention,5253210
2030,DiagnosedHIV_F,2033,1,baseline,5395970
2030,DiagnosedHIV_F,2033,2,intervention,5278930
2030,DiagnosedHIV_F,2033,2,baseline,5415620
2030,DiagnosedHIV_F,2034,1,intervention,5252490
2030,DiagnosedHIV_F,2034,1,baseline,5418500
2030,DiagnosedHIV_F,2034,2,intervention,5276480
2030,DiagnosedHIV_F,2034,2,baseline,5435890
2030,DiagnosedHIV_F,2035,1,intervention,5255100
2030,DiagnosedHIV_F,2035,1,baseline,5434970
2030,DiagnosedHIV_F,2035,2,intervention,5276750
2030,DiagnosedHIV_F,2035,2,baseline,5450030
2030,DiagnosedHIV_F,2036,1,intervention,5259420
2030,DiagnosedHIV_F,2036,1,baseline,5445470
2030,DiagnosedHIV_F,2036,2,intervention,5278230
2030,DiagnosedHIV_F,2036,2,baseline,5458120
2030,DiagnosedHIV_F,2037,1,intervention,5264000
2030,DiagnosedHIV_F,2037,1,baseline,5450040
2030,DiagnosedHIV_F,2037,2,intervention,5279570
2030,DiagnosedHIV_F,2037,2,baseline,5460210
2030,DiagnosedHIV_F,2038,1,intervention,5267720
2030,DiagnosedHIV_F,2038,1,baseline,5448780
2030,DiagnosedHIV_F,2038,2,intervention,5279670
2030,DiagnosedHIV_F,2038,2,baseline,5456420
2030,DiagnosedHIV_F,2039,1,intervention,5269670
2030,DiagnosedHIV_F,2039,1,baseline,5441760
2030,DiagnosedHIV_F,2039,2,intervention,5277660
2030,DiagnosedHIV_F,2039,2,baseline,5446810
2030,DiagnosedHIV_F,2040,1,intervention,5269180
2030,DiagnosedHIV_F,2040,1,baseline,5429090
2030,DiagnosedHIV_F,2040,2,intervention,5272900
2030,DiagnosedHIV_F,2040,2,baseline,5431520
2030,DiagnosedHIV_F,2041,1,intervention,5265720
2030,DiagnosedHIV_F,2041,1,baseline,5410850
2030,DiagnosedHIV_F,2041,2,intervention,5264880
2030,DiagnosedHIV_F,2041,2,baseline,5410640
2030,DiagnosedHIV_F,2042,1,intervention,5258930
2030,DiagnosedHIV_F,2042,1,baseline,5387150
2030,DiagnosedHIV_F,2042,2,intervention,5253230
2030,DiagnosedHIV_F,2042,2,baseline,5384290
2030,DiagnosedHIV_F,2043,1,intervention,5248540
2030,DiagnosedHIV_F,2043,1,baseline,5358090
2030,DiagnosedHIV_F,2043,2,intervention,5237700
2030,DiagnosedHIV_F,2043,2,baseline,5352570
2030,DiagnosedHIV_F,2044,1,intervention,5234370
2030,DiagnosedHIV_F,2044,1,baseline,5323780
2030,DiagnosedHIV_F,2044,2,intervention,5218120
2030,DiagnosedHIV_F,2044,2,baseline,5315590
2030,DiagnosedHIV_F,2045,1,intervention,5216300
2030,DiagnosedHIV_F,2045,1,baseline,5284310
2030,DiagnosedHIV_F,2045,2,intervention,5194380
2030,DiagnosedHIV_F,2045,2,baseline,5273460
2030,DiagnosedHIV_F,2046,1,intervention,5194310
2030,DiagnosedHIV_F,2046,1,baseline,5239800
2030,DiagnosedHIV_F,2046,2,intervention,5166470
2030,DiagnosedHIV_F,2046,2,baseline,5226290
2030,DiagnosedHIV_F,2047,1,intervention,5168390
2030,DiagnosedHIV_F,2047,1,baseline,5190350
2030,DiagnosedHIV_F,2047,2,intervention,5134390
2030,DiagnosedHIV_F,2047,2,baseline,5174180
2030,DiagnosedHIV_F,2048,1,intervention,5138530
2030,DiagnosedHIV_F,2048,1,baseline,5136070
2030,DiagnosedHIV_F,2048,2,intervention,5098130
2030,DiagnosedHIV_F,2048,2,baseline,5117260
2030,DiagnosedHIV_F,2049,1,intervention,5104760
2030,DiagnosedHIV_F,2049,1,baseline,5077090
2030,DiagnosedHIV_F,2049,2,intervention,5057740
2030,DiagnosedHIV_F,2049,2,baseline,5055630
2030,DiagnosedHIV_F,2050,1,intervention,5067100
2030,DiagnosedHIV_F,2050,1,baseline,5013510
2030,DiagnosedHIV_F,2050,2,intervention,5013250
2030,DiagnosedHIV_F,2050,2,baseline,4989420
2030,DiagnosedHIV_F,2051,1,intervention,5025620
2030,DiagnosedHIV_F,2051,1,baseline,4945470
2030,DiagnosedHIV_F,2051,2,intervention,4964730
2030,DiagnosedHIV_F,2051,2,baseline,4918750
2030,DiagnosedHIV_F,2052,1,intervention,4980360
2030,DiagnosedHIV_F,2052,1,baseline,4873070
2030,DiagnosedHIV_F,2052,2,intervention,4912240
2030,DiagnosedHIV_F,2052,2,baseline,4843730
2030,DiagnosedHIV_F,2053,1,intervention,4931390
2030,DiagnosedHIV_F,2053,1,baseline,4796440
2030,DiagnosedHIV_F,2053,2,intervention,4855870
2030,DiagnosedHIV_F,2053,2,baseline,4764510
2030,DiagnosedHIV_F,2054,1,intervention,4878820
2030,DiagnosedHIV_F,2054,1,baseline,4715730
2030,DiagnosedHIV_F,2054,2,intervention,4795710
2030,DiagnosedHIV_F,2054,2,baseline,4681210
2030,DiagnosedHIV_F,2055,1,intervention,4822720
2030,DiagnosedHIV_F,2055,1,baseline,4631070
2030,DiagnosedHIV_F,2055,2,intervention,4731880
2030,DiagnosedHIV_F,2055,2,baseline,4593980
2030,DiagnosedHIV_F,2056,1,intervention,4763220
2030,DiagnosedHIV_F,2056,1,baseline,4542610
2030,DiagnosedHIV_F,2056,2,intervention,4664490
2030,DiagnosedHIV_F,2056,2,baseline,4502970
2030,DiagnosedHIV_F,2057,1,intervention,4700440
2030,DiagnosedHIV_F,2057,1,baseline,4450510
2030,DiagnosedHIV_F,2057,2,intervention,4593700
2030,DiagnosedHIV_F,2057,2,baseline,4408360
2030,DiagnosedHIV_F,2058,1,intervention,4634530
2030,DiagnosedHIV_F,2058,1,baseline,4354970
2030,DiagnosedHIV_F,2058,2,intervention,4519660
2030,DiagnosedHIV_F,2058,2,baseline,4310330
2030,DiagnosedHIV_F,2059,1,intervention,4565670
2030,DiagnosedHIV_F,2059,1,baseline,4256180
2030,DiagnosedHIV_F,2059,2,intervention,4442560
2030,DiagnosedHIV_F,2059,2,baseline,4209090
2030,DiagnosedHIV_F,2060,1,intervention,4494040
2030,DiagnosedHIV_F,2060,1,baseline,4154370
2030,DiagnosedHIV_F,2060,2,intervention,4362620
2030,DiagnosedHIV_F,2060,2,baseline,4104890
2030,DiagnosedHIV_F,2061,1,intervention,4419870
2030,DiagnosedHIV_F,2061,1,baseline,4049790
2030,DiagnosedHIV_F,2061,2,intervention,4280050
2030,DiagnosedHIV_F,2061,2,baseline,3997960
2030,DiagnosedHIV_F,2062,1,intervention,4343390
2030,DiagnosedHIV_F,2062,1,baseline,3942710
2030,DiagnosedHIV_F,2062,2,intervention,4195130
2030,DiagnosedHIV_F,2062,2,baseline,3888610
2030,DiagnosedHIV_F,2063,1,intervention,4264860
2030,DiagnosedHIV_F,2063,1,baseline,3833440
2030,DiagnosedHIV_F,2063,2,intervention,4108120
2030,DiagnosedHIV_F,2063,2,baseline,3777140
2030,DiagnosedHIV_F,2064,1,intervention,4184590
2030,DiagnosedHIV_F,2064,1,baseline,3722290
2030,DiagnosedHIV_F,2064,2,intervention,4019350
2030,DiagnosedHIV_F,2064,2,baseline,3663880
2030,DiagnosedHIV_F,2065,1,intervention,4102900
2030,DiagnosedHIV_F,2065,1,baseline,3609640
2030,DiagnosedHIV_F,2065,2,intervention,3929160
2030,DiagnosedHIV_F,2065,2,baseline,3549210
2030,DiagnosedHIV_F,2066,1,intervention,4020110
2030,DiagnosedHIV_F,2066,1,baseline,3495840
2030,DiagnosedHIV_F,2066,2,intervention,3837900
2030,DiagnosedHIV_F,2066,2,baseline,3433520
2030,DiagnosedHIV_F,2067,1,intervention,3936590
2030,DiagnosedHIV_F,2067,1,baseline,3381310
2030,DiagnosedHIV_F,2067,2,intervention,3745940
2030,DiagnosedHIV_F,2067,2,baseline,3317200
2030,DiagnosedHIV_F,2068,1,intervention,3852690
2030,DiagnosedHIV_F,2068,1,baseline,3266430
2030,DiagnosedHIV_F,2068,2,intervention,3653650
2030,DiagnosedHIV_F,2068,2,baseline,3200670
2030,DiagnosedHIV_F,2069,1,intervention,3768770
2030,DiagnosedHIV_F,2069,1,baseline,3151610
2030,DiagnosedHIV_F,2069,2,intervention,3561430
2030,DiagnosedHIV_F,2069,2,baseline,3084350
2030,DiagnosedHIV_F,2070,1,intervention,3685180
2030,DiagnosedHIV_F,2070,1,baseline,3037230
2030,DiagnosedHIV_F,2070,2,intervention,3469620
2030,DiagnosedHIV_F,2070,2,baseline,2968610
2030,Number1stHIVtestsPos,1985,1,intervention,10.6535
2030,Number1stHIVtestsPos,1985,1,baseline,10.6535
2030,Number1stHIVtestsPos,1985,2,intervention,12.3545
2030,Number1stHIVtestsPos,1985,2,baseline,12.3545
2030,Number1stHIVtestsPos,1986,1,intervention,29.4138
2030,Number1stHIVtestsPos,1986,1,baseline,29.4138
2030,Number1stHIVtestsPos,1986,2,intervention,34.2347
2030,Number1stHIVtestsPos,1986,2,baseline,34.2347
2030,Number1stHIVtestsPos,1987,1,intervention,81.9462
2030,Number1stHIVtestsPos,1987,1,baseline,81.9462
2030,Number1stHIVtestsPos,1987,2,intervention,97.3833
2030,Number1stHIVtestsPos,1987,2,baseline,97.3833
2030,Number1stHIVtestsPos,1988,1,intervention,207.018
2030,Number1stHIVtestsPos,1988,1,baseline,207.018
2030,Number1stHIVtestsPos,1988,2,intervention,249.906
2030,Number1stHIVtestsPos,1988,2,baseline,249.906
2030,Number1stHIVtestsPos,1989,1,intervention,463.402
2030,Number1stHIVtestsPos,1989,1,baseline,463.402
2030,Number1stHIVtestsPos,1989,2,intervention,560.399
2030,Number1stHIVtestsPos,1989,2,baseline,560.399
2030,Number1stHIVtestsPos,1990,1,intervention,929.031
2030,Number1stHIVtestsPos,1990,1,baseline,929.031
2030,Number1stHIVtestsPos,1990,2,intervention,1111.94
2030,Number1stHIVtestsPos,1990,2,baseline,1111.94
2030,Number1stHIVtestsPos,1991,1,intervention,3670.43
2030,Number1stHIVtestsPos,1991,1,baseline,3670.43
2030,Number1stHIVtestsPos,1991,2,intervention,4326.1
2030,Number1stHIVtestsPos,1991,2,baseline,4326.1
2030,Number1stHIVtestsPos,1992,1,intervention,9228.11
2030,Number1stHIVtestsPos,1992,1,baseline,9228.11
2030,Number1stHIVtestsPos,1992,2,intervention,10590.8
2030,Number1stHIVtestsPos,1992,2,baseline,10590.8
2030,Number1stHIVtestsPos,1993,1,intervention,18358.8
2030,Number1stHIVtestsPos,1993,1,baseline,18358.8
2030,Number1stHIVtestsPos,1993,2,intervention,20520.4
2030,Number1stHIVtestsPos,1993,2,baseline,20520.4
2030,Number1stHIVtestsPos,1994,1,intervention,31622.2
2030,Number1stHIVtestsPos,1994,1,baseline,31622.2
2030,Number1stHIVtestsPos,1994,2,intervention,34533.7
2030,Number1stHIVtestsPos,1994,2,baseline,34533.7
2030,Number1stHIVtestsPos,1995,1,intervention,49117.6
2030,Number1stHIVtestsPos,1995,1,baseline,49117.6
2030,Number1stHIVtestsPos,1995,2,intervention,52620.8
2030,Number1stHIVtestsPos,1995,2,baseline,52620.8
2030,Number1stHIVtestsPos,1996,1,intervention,70387.1
2030,Number1stHIVtestsPos,1996,1,baseline,70387.1
2030,Number1stHIVtestsPos,1996,2,intervention,74280.4
2030,Number1stHIVtestsPos,1996,2,baseline,74280.4
2030,Number1stHIVtestsPos,1997,1,intervention,94112.2
2030,Number1stHIVtestsPos,1997,1,baseline,94112.2
2030,Number1stHIVtestsPos,1997,2,intervention,98209.3
2030,Number1stHIVtestsPos,1997,2,baseline,98209.3
2030,Number1stHIVtestsPos,1998,1,intervention,119293
2030,Number1stHIVtestsPos,1998,1,baseline,119293
2030,Number1stHIVtestsPos,1998,2,intervention,123510
2030,Number1stHIVtestsPos,1998,2,baseline,123510
2030,Number1stHIVtestsPos,1999,1,intervention,145184
2030,Number1stHIVtestsPos,1999,1,baseline,145184
2030,Number1stHIVtestsPos,1999,2,intervention,149432
2030,Number1stHIVtestsPos,1999,2,baseline,149432
2030,Number1stHIVtestsPos,2000,1,intervention,170911
2030,Number1stHIVtestsPos,2000,1,baseline,170911
2030,Number1stHIVtestsPos,2000,2,intervention,175125
2030,Number1stHIVtestsPos,2000,2,baseline,175125
2030,Number1stHIVtestsPos,2001,1,intervention,196609
2030,Number1stHIVtestsPos,2001,1,baseline,196609
2030,Number1stHIVtestsPos,2001,2,intervention,200631
2030,Number1stHIVtestsPos,2001,2,baseline,200631
