"intervention_year","year","parameter_set","scenario","indicator","value"
"2040",2002,2,"baseline","TotSexActs",428980000
"2040",2002,2,"baseline","SWsexActs",61075300
"2040",2002,2,"baseline","TotProtSexActs",88482400
"2040",2002,2,"baseline","SWsexActsProt",42579700
"2040",2002,2,"baseline","TotalAIDSdeathsadult",167393.5
"2040",2002,2,"baseline","CondomUsage",20.6262296610565
"2040",2002,2,"baseline","FSWCondomUsage",69.716726729136
"2040",2002,2,"baseline","PctSexActsSW",14.2373304116742
"2040",2002,2,"baseline","PctProtSexActsSW",48.1222254369231
"2040",2003,1,"intervention","TotalHIVtests",1649730
"2040",2003,1,"intervention","NewAdultHIV",434875
"2040",2003,1,"intervention","AIDSdeathsAdultM",89457.9
"2040",2003,1,"intervention","AIDSdeathsAdultF",112179
"2040",2003,1,"intervention","TotSexActs",446824000
"2040",2003,1,"intervention","SWsexActs",61646100
"2040",2003,1,"intervention","TotProtSexActs",104816000
"2040",2003,1,"intervention","SWsexActsProt",46119500
"2040",2003,1,"intervention","TotalAIDSdeathsadult",201636.9
"2040",2003,1,"intervention","CondomUsage",23.45800583675
"2040",2003,1,"intervention","FSWCondomUsage",74.8133296348025
"2040",2003,1,"intervention","PctSexActsSW",13.7965060068394
"2040",2003,1,"intervention","PctProtSexActsSW",44.0004388642955
"2040",2003,1,"baseline","TotalHIVtests",1649730
"2040",2003,1,"baseline","NewAdultHIV",434875
"2040",2003,1,"baseline","AIDSdeathsAdultM",89457.9
"2040",2003,1,"baseline","AIDSdeathsAdultF",112179
"2040",2003,1,"baseline","TotSexActs",446824000
"2040",2003,1,"baseline","SWsexActs",61646100
"2040",2003,1,"baseline","TotProtSexActs",104816000
"2040",2003,1,"baseline","SWsexActsProt",46119500
"2040",2003,1,"baseline","TotalAIDSdeathsadult",201636.9
"2040",2003,1,"baseline","CondomUsage",23.45800583675
"2040",2003,1,"baseline","FSWCondomUsage",74.8133296348025
"2040",2003,1,"baseline","PctSexActsSW",13.7965060068394
"2040",2003,1,"baseline","PctProtSexActsSW",44.0004388642955
"2040",2003,2,"intervention","TotalHIVtests",1643410
"2040",2003,2,"intervention","NewAdultHIV",428825
"2040",2003,2,"intervention","AIDSdeathsAdultM",85994
"2040",2003,2,"intervention","AIDSdeathsAdultF",104460
"2040",2003,2,"intervention","TotSexActs",434896000
"2040",2003,2,"intervention","SWsexActs",61696900
"2040",2003,2,"intervention","TotProtSexActs",100653000
"2040",2003,2,"intervention","SWsexActsProt",45705200
"2040",2003,2,"intervention","TotalAIDSdeathsadult",190454
"2040",2003,2,"intervention","CondomUsage",23.1441540046356
"2040",2003,2,"intervention","FSWCondomUsage",74.080221210466
"2040",2003,2,"intervention","PctSexActsSW",14.1865871380744
"2040",2003,2,"intervention","PctProtSexActsSW",45.4086813110389
"2040",2003,2,"baseline","TotalHIVtests",1643410
"2040",2003,2,"baseline","NewAdultHIV",428825
"2040",2003,2,"baseline","AIDSdeathsAdultM",85994
"2040",2003,2,"baseline","AIDSdeathsAdultF",104460
"2040",2003,2,"baseline","TotSexActs",434896000
"2040",2003,2,"baseline","SWsexActs",61696900
"2040",2003,2,"baseline","TotProtSexActs",100653000
"2040",2003,2,"baseline","SWsexActsProt",45705200
"2040",2003,2,"baseline","TotalAIDSdeathsadult",190454
"2040",2003,2,"baseline","CondomUsage",23.1441540046356
"2040",2003,2,"baseline","FSWCondomUsage",74.080221210466
"2040",2003,2,"baseline","PctSexActsSW",14.1865871380744
"2040",2003,2,"baseline","PctProtSexActsSW",45.4086813110389
"2040",2004,1,"intervention","TotalHIVtests",1777700
"2040",2004,1,"intervention","NewAdultHIV",424111
"2040",2004,1,"intervention","AIDSdeathsAdultM",99378.5
"2040",2004,1,"intervention","AIDSdeathsAdultF",127683
"2040",2004,1,"intervention","TotSexActs",452023000
"2040",2004,1,"intervention","SWsexActs",62110500
"2040",2004,1,"intervention","TotProtSexActs",114922000
"2040",2004,1,"intervention","SWsexActsProt",48252200
"2040",2004,1,"intervention","TotalAIDSdeathsadult",227061.5
"2040",2004,1,"intervention","CondomUsage",25.42392754351
"2040",2004,1,"intervention","FSWCondomUsage",77.6876695566772
"2040",2004,1,"intervention","PctSexActsSW",13.7405618740639
"2040",2004,1,"intervention","PctProtSexActsSW",41.9869128626373
"2040",2004,1,"baseline","TotalHIVtests",1777700
"2040",2004,1,"baseline","NewAdultHIV",424111
"2040",2004,1,"baseline","AIDSdeathsAdultM",99378.5
"2040",2004,1,"baseline","AIDSdeathsAdultF",127683
"2040",2004,1,"baseline","TotSexActs",452023000
"2040",2004,1,"baseline","SWsexActs",62110500
"2040",2004,1,"baseline","TotProtSexActs",114922000
"2040",2004,1,"baseline","SWsexActsProt",48252200
"2040",2004,1,"baseline","TotalAIDSdeathsadult",227061.5
"2040",2004,1,"baseline","CondomUsage",25.42392754351
"2040",2004,1,"baseline","FSWCondomUsage",77.6876695566772
"2040",2004,1,"baseline","PctSexActsSW",13.7405618740639
"2040",2004,1,"baseline","PctProtSexActsSW",41.9869128626373
"2040",2004,2,"intervention","TotalHIVtests",1771210
"2040",2004,2,"intervention","NewAdultHIV",418471
"2040",2004,2,"intervention","AIDSdeathsAdultM",95347.1
"2040",2004,2,"intervention","AIDSdeathsAdultF",118897
"2040",2004,2,"intervention","TotSexActs",440135000
"2040",2004,2,"intervention","SWsexActs",62275700
"2040",2004,2,"intervention","TotProtSexActs",110354000
"2040",2004,2,"intervention","SWsexActsProt",47940500
"2040",2004,2,"intervention","TotalAIDSdeathsadult",214244.1
"2040",2004,2,"intervention","CondomUsage",25.0727617662763
"2040",2004,2,"intervention","FSWCondomUsage",76.9810696628059
"2040",2004,2,"intervention","PctSexActsSW",14.1492269417338
"2040",2004,2,"intervention","PctProtSexActsSW",43.4424669699331
"2040",2004,2,"baseline","TotalHIVtests",1771210
"2040",2004,2,"baseline","NewAdultHIV",418471
"2040",2004,2,"baseline","AIDSdeathsAdultM",95347.1
"2040",2004,2,"baseline","AIDSdeathsAdultF",118897
"2040",2004,2,"baseline","TotSexActs",440135000
"2040",2004,2,"baseline","SWsexActs",62275700
"2040",2004,2,"baseline","TotProtSexActs",110354000
"2040",2004,2,"baseline","SWsexActsProt",47940500
"2040",2004,2,"baseline","TotalAIDSdeathsadult",214244.1
"2040",2004,2,"baseline","CondomUsage",25.0727617662763
"2040",2004,2,"baseline","FSWCondomUsage",76.9810696628059
"2040",2004,2,"baseline","PctSexActsSW",14.1492269417338
"2040",2004,2,"baseline","PctProtSexActsSW",43.4424669699331
"2040",2005,1,"intervention","TotalHIVtests",2206970
"2040",2005,1,"intervention","NewAdultHIV",413585
"2040",2005,1,"intervention","AIDSdeathsAdultM",103058
"2040",2005,1,"intervention","AIDSdeathsAdultF",130575
"2040",2005,1,"intervention","TotSexActs",456575000
"2040",2005,1,"intervention","SWsexActs",62559500
"2040",2005,1,"intervention","TotProtSexActs",121903000
"2040",2005,1,"intervention","SWsexActsProt",49651500
"2040",2005,1,"intervention","TotalAIDSdeathsadult",233633
"2040",2005,1,"intervention","CondomUsage",26.6994469692822
"2040",2005,1,"intervention","FSWCondomUsage",79.3668427656871
"2040",2005,1,"intervention","PctSexActsSW",13.70191096753
"2040",2005,1,"intervention","PctProtSexActsSW",40.7303347743698
"2040",2005,1,"baseline","TotalHIVtests",2206970
"2040",2005,1,"baseline","NewAdultHIV",413585
"2040",2005,1,"baseline","AIDSdeathsAdultM",103058
"2040",2005,1,"baseline","AIDSdeathsAdultF",130575
"2040",2005,1,"baseline","TotSexActs",456575000
"2040",2005,1,"baseline","SWsexActs",62559500
"2040",2005,1,"baseline","TotProtSexActs",121903000
"2040",2005,1,"baseline","SWsexActsProt",49651500
"2040",2005,1,"baseline","TotalAIDSdeathsadult",233633
"2040",2005,1,"baseline","CondomUsage",26.6994469692822
"2040",2005,1,"baseline","FSWCondomUsage",79.3668427656871
"2040",2005,1,"baseline","PctSexActsSW",13.70191096753
"2040",2005,1,"baseline","PctProtSexActsSW",40.7303347743698
"2040",2005,2,"intervention","TotalHIVtests",2198280
"2040",2005,2,"intervention","NewAdultHIV",408231
"2040",2005,2,"intervention","AIDSdeathsAdultM",98063.8
"2040",2005,2,"intervention","AIDSdeathsAdultF",120038
"2040",2005,2,"intervention","TotSexActs",444755000
"2040",2005,2,"intervention","SWsexActs",62844900
"2040",2005,2,"intervention","TotProtSexActs",117082000
"2040",2005,2,"intervention","SWsexActsProt",49444900
"2040",2005,2,"intervention","TotalAIDSdeathsadult",218101.8
"2040",2005,2,"intervention","CondomUsage",26.3250553675619
"2040",2005,2,"intervention","FSWCondomUsage",78.677665172512
"2040",2005,2,"intervention","PctSexActsSW",14.1302290024845
"2040",2005,2,"intervention","PctProtSexActsSW",42.2310004953793
"2040",2005,2,"baseline","TotalHIVtests",2198280
"2040",2005,2,"baseline","NewAdultHIV",408231
"2040",2005,2,"baseline","AIDSdeathsAdultM",98063.8
"2040",2005,2,"baseline","AIDSdeathsAdultF",120038
"2040",2005,2,"baseline","TotSexActs",444755000
"2040",2005,2,"baseline","SWsexActs",62844900
"2040",2005,2,"baseline","TotProtSexActs",117082000
"2040",2005,2,"baseline","SWsexActsProt",49444900
"2040",2005,2,"baseline","TotalAIDSdeathsadult",218101.8
"2040",2005,2,"baseline","CondomUsage",26.3250553675619
"2040",2005,2,"baseline","FSWCondomUsage",78.677665172512
"2040",2005,2,"baseline","PctSexActsSW",14.1302290024845
"2040",2005,2,"baseline","PctProtSexActsSW",42.2310004953793
"2040",2006,1,"intervention","TotalHIVtests",2441430
"2040",2006,1,"intervention","NewAdultHIV",404955
"2040",2006,1,"intervention","AIDSdeathsAdultM",102713
"2040",2006,1,"intervention","AIDSdeathsAdultF",125374
"2040",2006,1,"intervention","TotSexActs",461080000
"2040",2006,1,"intervention","SWsexActs",63154700
"2040",2006,1,"intervention","TotProtSexActs",126255000
"2040",2006,1,"intervention","SWsexActsProt",50645700
"2040",2006,1,"intervention","TotalAIDSdeathsadult",228087
"2040",2006,1,"intervention","CondomUsage",27.3824499002342
"2040",2006,1,"intervention","FSWCondomUsage",80.1930814333692
"2040",2006,1,"intervention","PctSexActsSW",13.6971241433157
"2040",2006,1,"intervention","PctProtSexActsSW",40.1138172745634
"2040",2006,1,"baseline","TotalHIVtests",2441430
"2040",2006,1,"baseline","NewAdultHIV",404955
"2040",2006,1,"baseline","AIDSdeathsAdultM",102713
"2040",2006,1,"baseline","AIDSdeathsAdultF",125374
"2040",2006,1,"baseline","TotSexActs",461080000
"2040",2006,1,"baseline","SWsexActs",63154700
"2040",2006,1,"baseline","TotProtSexActs",126255000
"2040",2006,1,"baseline","SWsexActsProt",50645700
"2040",2006,1,"baseline","TotalAIDSdeathsadult",228087
"2040",2006,1,"baseline","CondomUsage",27.3824499002342
"2040",2006,1,"baseline","FSWCondomUsage",80.1930814333692
"2040",2006,1,"baseline","PctSexActsSW",13.6971241433157
"2040",2006,1,"baseline","PctProtSexActsSW",40.1138172745634
"2040",2006,2,"intervention","TotalHIVtests",2432120
"2040",2006,2,"intervention","NewAdultHIV",399732
"2040",2006,2,"intervention","AIDSdeathsAdultM",96750.7
"2040",2006,2,"intervention","AIDSdeathsAdultF",113414
"2040",2006,2,"intervention","TotSexActs",449359000
"2040",2006,2,"intervention","SWsexActs",63565800
"2040",2006,2,"intervention","TotProtSexActs",121319000
"2040",2006,2,"intervention","SWsexActsProt",50543000
"2040",2006,2,"intervention","TotalAIDSdeathsadult",210164.7
"2040",2006,2,"intervention","CondomUsage",26.9982352640094
"2040",2006,2,"intervention","FSWCondomUsage",79.5128827136605
"2040",2006,2,"intervention","PctSexActsSW",14.1458833582948
"2040",2006,2,"intervention","PctProtSexActsSW",41.6612402014524
"2040",2006,2,"baseline","TotalHIVtests",2432120
"2040",2006,2,"baseline","NewAdultHIV",399732
"2040",2006,2,"baseline","AIDSdeathsAdultM",96750.7
"2040",2006,2,"baseline","AIDSdeathsAdultF",113414
"2040",2006,2,"baseline","TotSexActs",449359000
"2040",2006,2,"baseline","SWsexActs",63565800
"2040",2006,2,"baseline","TotProtSexActs",121319000
"2040",2006,2,"baseline","SWsexActsProt",50543000
"2040",2006,2,"baseline","TotalAIDSdeathsadult",210164.7
"2040",2006,2,"baseline","CondomUsage",26.9982352640094
"2040",2006,2,"baseline","FSWCondomUsage",79.5128827136605
"2040",2006,2,"baseline","PctSexActsSW",14.1458833582948
"2040",2006,2,"baseline","PctProtSexActsSW",41.6612402014524
"2040",2007,1,"intervention","TotalHIVtests",2770880
"2040",2007,1,"intervention","NewAdultHIV",398967
"2040",2007,1,"intervention","AIDSdeathsAdultM",98095.1
"2040",2007,1,"intervention","AIDSdeathsAdultF",113218
"2040",2007,1,"intervention","TotSexActs",467269000
"2040",2007,1,"intervention","SWsexActs",63945400
"2040",2007,1,"intervention","TotProtSexActs",129307000
"2040",2007,1,"intervention","SWsexActsProt",51486500
"2040",2007,1,"intervention","TotalAIDSdeathsadult",211313.1
"2040",2007,1,"intervention","CondomUsage",27.6729250174953
"2040",2007,1,"intervention","FSWCondomUsage",80.5163467583282
"2040",2007,1,"intervention","PctSexActsSW",13.6849223894587
"2040",2007,1,"intervention","PctProtSexActsSW",39.8172566063709
"2040",2007,1,"baseline","TotalHIVtests",2770880
"2040",2007,1,"baseline","NewAdultHIV",398967
"2040",2007,1,"baseline","AIDSdeathsAdultM",98095.1
"2040",2007,1,"baseline","AIDSdeathsAdultF",113218
"2040",2007,1,"baseline","TotSexActs",467269000
"2040",2007,1,"baseline","SWsexActs",63945400
"2040",2007,1,"baseline","TotProtSexActs",129307000
"2040",2007,1,"baseline","SWsexActsProt",51486500
"2040",2007,1,"baseline","TotalAIDSdeathsadult",211313.1
"2040",2007,1,"baseline","CondomUsage",27.6729250174953
"2040",2007,1,"baseline","FSWCondomUsage",80.5163467583282
"2040",2007,1,"baseline","PctSexActsSW",13.6849223894587
"2040",2007,1,"baseline","PctProtSexActsSW",39.8172566063709
"2040",2007,2,"intervention","TotalHIVtests",2759220
"2040",2007,2,"intervention","NewAdultHIV",393879
"2040",2007,2,"intervention","AIDSdeathsAdultM",91312.4
"2040",2007,2,"intervention","AIDSdeathsAdultF",100943
"2040",2007,2,"intervention","TotSexActs",455618000
"2040",2007,2,"intervention","SWsexActs",64484900
"2040",2007,2,"intervention","TotProtSexActs",124322000
"2040",2007,2,"intervention","SWsexActsProt",51484600
"2040",2007,2,"intervention","TotalAIDSdeathsadult",192255.4
"2040",2007,2,"intervention","CondomUsage",27.2864548810626
"2040",2007,2,"intervention","FSWCondomUsage",79.8397764437876
"2040",2007,2,"intervention","PctSexActsSW",14.153281915991
"2040",2007,2,"intervention","PctProtSexActsSW",41.412300316919
"2040",2007,2,"baseline","TotalHIVtests",2759220
"2040",2007,2,"baseline","NewAdultHIV",393879
"2040",2007,2,"baseline","AIDSdeathsAdultM",91312.4
"2040",2007,2,"baseline","AIDSdeathsAdultF",100943
"2040",2007,2,"baseline","TotSexActs",455618000
"2040",2007,2,"baseline","SWsexActs",64484900
"2040",2007,2,"baseline","TotProtSexActs",124322000
"2040",2007,2,"baseline","SWsexActsProt",51484600
"2040",2007,2,"baseline","TotalAIDSdeathsadult",192255.4
"2040",2007,2,"baseline","CondomUsage",27.2864548810626
"2040",2007,2,"baseline","FSWCondomUsage",79.8397764437876
"2040",2007,2,"baseline","PctSexActsSW",14.153281915991
"2040",2007,2,"baseline","PctProtSexActsSW",41.412300316919
"2040",2008,1,"intervention","TotalHIVtests",3473040
"2040",2008,1,"intervention","NewAdultHIV",393147
"2040",2008,1,"intervention","AIDSdeathsAdultM",92355.6
"2040",2008,1,"intervention","AIDSdeathsAdultF",100977
"2040",2008,1,"intervention","TotSexActs",474311000
"2040",2008,1,"intervention","SWsexActs",65300400
"2040",2008,1,"intervention","TotProtSexActs",131968000
"2040",2008,1,"intervention","SWsexActsProt",52639800
"2040",2008,1,"intervention","TotalAIDSdeathsadult",193332.6
"2040",2008,1,"intervention","CondomUsage",27.8230949735511
"2040",2008,1,"intervention","FSWCondomUsage",80.6117573552383
"2040",2008,1,"intervention","PctSexActsSW",13.7674226404195
"2040",2008,1,"intervention","PctProtSexActsSW",39.8883062560621
"2040",2008,1,"baseline","TotalHIVtests",3473040
"2040",2008,1,"baseline","NewAdultHIV",393147
"2040",2008,1,"baseline","AIDSdeathsAdultM",92355.6
"2040",2008,1,"baseline","AIDSdeathsAdultF",100977
"2040",2008,1,"baseline","TotSexActs",474311000
"2040",2008,1,"baseline","SWsexActs",65300400
"2040",2008,1,"baseline","TotProtSexActs",131968000
"2040",2008,1,"baseline","SWsexActsProt",52639800
"2040",2008,1,"baseline","TotalAIDSdeathsadult",193332.6
"2040",2008,1,"baseline","CondomUsage",27.8230949735511
"2040",2008,1,"baseline","FSWCondomUsage",80.6117573552383
"2040",2008,1,"baseline","PctSexActsSW",13.7674226404195
"2040",2008,1,"baseline","PctProtSexActsSW",39.8883062560621
"2040",2008,2,"intervention","TotalHIVtests",3455890
"2040",2008,2,"intervention","NewAdultHIV",388166
"2040",2008,2,"intervention","AIDSdeathsAdultM",85387.1
"2040",2008,2,"intervention","AIDSdeathsAdultF",89918.6
"2040",2008,2,"intervention","TotSexActs",462684000
"2040",2008,2,"intervention","SWsexActs",65967700
"2040",2008,2,"intervention","TotProtSexActs",126961000
"2040",2008,2,"intervention","SWsexActsProt",52732100
"2040",2008,2,"intervention","TotalAIDSdeathsadult",175305.7
"2040",2008,2,"intervention","CondomUsage",27.4401103128701
"2040",2008,2,"intervention","FSWCondomUsage",79.9362415242611
"2040",2008,2,"intervention","PctSexActsSW",14.2576142680534
"2040",2008,2,"intervention","PctProtSexActsSW",41.5340931467143
"2040",2008,2,"baseline","TotalHIVtests",3455890
"2040",2008,2,"baseline","NewAdultHIV",388166
"2040",2008,2,"baseline","AIDSdeathsAdultM",85387.1
"2040",2008,2,"baseline","AIDSdeathsAdultF",89918.6
"2040",2008,2,"baseline","TotSexActs",462684000
"2040",2008,2,"baseline","SWsexActs",65967700
"2040",2008,2,"baseline","TotProtSexActs",126961000
"2040",2008,2,"baseline","SWsexActsProt",52732100
"2040",2008,2,"baseline","TotalAIDSdeathsadult",175305.7
"2040",2008,2,"baseline","CondomUsage",27.4401103128701
"2040",2008,2,"baseline","FSWCondomUsage",79.9362415242611
"2040",2008,2,"baseline","PctSexActsSW",14.2576142680534
"2040",2008,2,"baseline","PctProtSexActsSW",41.5340931467143
"2040",2009,1,"intervention","TotalHIVtests",7823390
"2040",2009,1,"intervention","NewAdultHIV",385169
"2040",2009,1,"intervention","AIDSdeathsAdultM",85372.8
"2040",2009,1,"intervention","AIDSdeathsAdultF",88910.3
"2040",2009,1,"intervention","TotSexActs",481862000
"2040",2009,1,"intervention","SWsexActs",67011200
"2040",2009,1,"intervention","TotProtSexActs",134616000
"2040",2009,1,"intervention","SWsexActsProt",54034300
"2040",2009,1,"intervention","TotalAIDSdeathsadult",174283.1
"2040",2009,1,"intervention","CondomUsage",27.9366291593859
"2040",2009,1,"intervention","FSWCondomUsage",80.6347297168235
"2040",2009,1,"intervention","PctSexActsSW",13.9067201812967
"2040",2009,1,"intervention","PctProtSexActsSW",40.1395822190527
"2040",2009,1,"baseline","TotalHIVtests",7823390
"2040",2009,1,"baseline","NewAdultHIV",385169
"2040",2009,1,"baseline","AIDSdeathsAdultM",85372.8
"2040",2009,1,"baseline","AIDSdeathsAdultF",88910.3
"2040",2009,1,"baseline","TotSexActs",481862000
"2040",2009,1,"baseline","SWsexActs",67011200
"2040",2009,1,"baseline","TotProtSexActs",134616000
"2040",2009,1,"baseline","SWsexActsProt",54034300
"2040",2009,1,"baseline","TotalAIDSdeathsadult",174283.1
"2040",2009,1,"baseline","CondomUsage",27.9366291593859
"2040",2009,1,"baseline","FSWCondomUsage",80.6347297168235
"2040",2009,1,"baseline","PctSexActsSW",13.9067201812967
"2040",2009,1,"baseline","PctProtSexActsSW",40.1395822190527
"2040",2009,2,"intervention","TotalHIVtests",7761310
"2040",2009,2,"intervention","NewAdultHIV",379865
"2040",2009,2,"intervention","AIDSdeathsAdultM",78815.4
"2040",2009,2,"intervention","AIDSdeathsAdultF",80080.6
"2040",2009,2,"intervention","TotSexActs",470167000
"2040",2009,2,"intervention","SWsexActs",67796000
"2040",2009,2,"intervention","TotProtSexActs",129573000
"2040",2009,2,"intervention","SWsexActsProt",54209400
"2040",2009,2,"intervention","TotalAIDSdeathsadult",158896
"2040",2009,2,"intervention","CondomUsage",27.5589311882799
"2040",2009,2,"intervention","FSWCondomUsage",79.9595846362617
"2040",2009,2,"intervention","PctSexActsSW",14.4195573062337
"2040",2009,2,"intervention","PctProtSexActsSW",41.8369567734019
"2040",2009,2,"baseline","TotalHIVtests",7761310
"2040",2009,2,"baseline","NewAdultHIV",379865
"2040",2009,2,"baseline","AIDSdeathsAdultM",78815.4
"2040",2009,2,"baseline","AIDSdeathsAdultF",80080.6
"2040",2009,2,"baseline","TotSexActs",470167000
"2040",2009,2,"baseline","SWsexActs",67796000
"2040",2009,2,"baseline","TotProtSexActs",129573000
"2040",2009,2,"baseline","SWsexActsProt",54209400
"2040",2009,2,"baseline","TotalAIDSdeathsadult",158896
"2040",2009,2,"baseline","CondomUsage",27.5589311882799
"2040",2009,2,"baseline","FSWCondomUsage",79.9595846362617
"2040",2009,2,"baseline","PctSexActsSW",14.4195573062337
"2040",2009,2,"baseline","PctProtSexActsSW",41.8369567734019
"2040",2010,1,"intervention","TotalHIVtests",10706800
"2040",2010,1,"intervention","NewAdultHIV",376056
"2040",2010,1,"intervention","AIDSdeathsAdultM",74157.5
"2040",2010,1,"intervention","AIDSdeathsAdultF",74853.2
"2040",2010,1,"intervention","TotSexActs",489916000
"2040",2010,1,"intervention","SWsexActs",69142100
"2040",2010,1,"intervention","TotProtSexActs",137516000
"2040",2010,1,"intervention","SWsexActsProt",55759700
"2040",2010,1,"intervention","TotalAIDSdeathsadult",149010.7
"2040",2010,1,"intervention","CondomUsage",28.0693016762057
"2040",2010,1,"intervention","FSWCondomUsage",80.645077311797
"2040",2010,1,"intervention","PctSexActsSW",14.1130520334098
"2040",2010,1,"intervention","PctProtSexActsSW",40.5477908025248
"2040",2010,1,"baseline","TotalHIVtests",10706800
"2040",2010,1,"baseline","NewAdultHIV",376056
"2040",2010,1,"baseline","AIDSdeathsAdultM",74157.5
"2040",2010,1,"baseline","AIDSdeathsAdultF",74853.2
"2040",2010,1,"baseline","TotSexActs",489916000
"2040",2010,1,"baseline","SWsexActs",69142100
"2040",2010,1,"baseline","TotProtSexActs",137516000
"2040",2010,1,"baseline","SWsexActsProt",55759700
"2040",2010,1,"baseline","TotalAIDSdeathsadult",149010.7
"2040",2010,1,"baseline","CondomUsage",28.0693016762057
"2040",2010,1,"baseline","FSWCondomUsage",80.645077311797
"2040",2010,1,"baseline","PctSexActsSW",14.1130520334098
"2040",2010,1,"baseline","PctProtSexActsSW",40.5477908025248
"2040",2010,2,"intervention","TotalHIVtests",10651100
"2040",2010,2,"intervention","NewAdultHIV",369852
"2040",2010,2,"intervention","AIDSdeathsAdultM",68777
"2040",2010,2,"intervention","AIDSdeathsAdultF",69006.7
"2040",2010,2,"intervention","TotSexActs",478039000
"2040",2010,2,"intervention","SWsexActs",70030100
"2040",2010,2,"intervention","TotProtSexActs",132407000
"2040",2010,2,"intervention","SWsexActsProt",56003000
"2040",2010,2,"intervention","TotalAIDSdeathsadult",137783.7
"2040",2010,2,"intervention","CondomUsage",27.697949330494
"2040",2010,2,"intervention","FSWCondomUsage",79.9698986578628
"2040",2010,2,"intervention","PctSexActsSW",14.6494532872841
"2040",2010,2,"intervention","PctProtSexActsSW",42.2961021698249
"2040",2010,2,"baseline","TotalHIVtests",10651100
"2040",2010,2,"baseline","NewAdultHIV",369852
"2040",2010,2,"baseline","AIDSdeathsAdultM",68777
"2040",2010,2,"baseline","AIDSdeathsAdultF",69006.7
"2040",2010,2,"baseline","TotSexActs",478039000
"2040",2010,2,"baseline","SWsexActs",70030100
"2040",2010,2,"baseline","TotProtSexActs",132407000
"2040",2010,2,"baseline","SWsexActsProt",56003000
"2040",2010,2,"baseline","TotalAIDSdeathsadult",137783.7
"2040",2010,2,"baseline","CondomUsage",27.697949330494
"2040",2010,2,"baseline","FSWCondomUsage",79.9698986578628
"2040",2010,2,"baseline","PctSexActsSW",14.6494532872841
"2040",2010,2,"baseline","PctProtSexActsSW",42.2961021698249
"2040",2011,1,"intervention","TotalHIVtests",9841370
"2040",2011,1,"intervention","NewAdultHIV",363353
"2040",2011,1,"intervention","AIDSdeathsAdultM",60855
"2040",2011,1,"intervention","AIDSdeathsAdultF",61621.6
"2040",2011,1,"intervention","TotSexActs",498629000
"2040",2011,1,"intervention","SWsexActs",71823100
"2040",2011,1,"intervention","TotProtSexActs",140836000
"2040",2011,1,"intervention","SWsexActsProt",57930800
"2040",2011,1,"intervention","TotalAIDSdeathsadult",122476.6
"2040",2011,1,"intervention","CondomUsage",28.2446468215848
"2040",2011,1,"intervention","FSWCondomUsage",80.6576157253029
"2040",2011,1,"intervention","PctSexActsSW",14.4041160863087
"2040",2011,1,"intervention","PctProtSexActsSW",41.1335169984947
"2040",2011,1,"baseline","TotalHIVtests",9841370
"2040",2011,1,"baseline","NewAdultHIV",363353
"2040",2011,1,"baseline","AIDSdeathsAdultM",60855
"2040",2011,1,"baseline","AIDSdeathsAdultF",61621.6
"2040",2011,1,"baseline","TotSexActs",498629000
"2040",2011,1,"baseline","SWsexActs",71823100
"2040",2011,1,"baseline","TotProtSexActs",140836000
"2040",2011,1,"baseline","SWsexActsProt",57930800
"2040",2011,1,"baseline","TotalAIDSdeathsadult",122476.6
"2040",2011,1,"baseline","CondomUsage",28.2446468215848
"2040",2011,1,"baseline","FSWCondomUsage",80.6576157253029
"2040",2011,1,"baseline","PctSexActsSW",14.4041160863087
"2040",2011,1,"baseline","PctProtSexActsSW",41.1335169984947
"2040",2011,2,"intervention","TotalHIVtests",9802510
"2040",2011,2,"intervention","NewAdultHIV",356502
"2040",2011,2,"intervention","AIDSdeathsAdultM",57220.9
"2040",2011,2,"intervention","AIDSdeathsAdultF",58449.3
"2040",2011,2,"intervention","TotSexActs",486429000
"2040",2011,2,"intervention","SWsexActs",72783700
"2040",2011,2,"intervention","TotProtSexActs",135615000
"2040",2011,2,"intervention","SWsexActsProt",58214300
"2040",2011,2,"intervention","TotalAIDSdeathsadult",115670.2
"2040",2011,2,"intervention","CondomUsage",27.8797111191973
"2040",2011,2,"intervention","FSWCondomUsage",79.9826059955732
"2040",2011,2,"intervention","PctSexActsSW",14.9628620004153
"2040",2011,2,"intervention","PctProtSexActsSW",42.9261512369576
"2040",2011,2,"baseline","TotalHIVtests",9802510
"2040",2011,2,"baseline","NewAdultHIV",356502
"2040",2011,2,"baseline","AIDSdeathsAdultM",57220.9
"2040",2011,2,"baseline","AIDSdeathsAdultF",58449.3
"2040",2011,2,"baseline","TotSexActs",486429000
"2040",2011,2,"baseline","SWsexActs",72783700
"2040",2011,2,"baseline","TotProtSexActs",135615000
"2040",2011,2,"baseline","SWsexActsProt",58214300
"2040",2011,2,"baseline","TotalAIDSdeathsadult",115670.2
"2040",2011,2,"baseline","CondomUsage",27.8797111191973
"2040",2011,2,"baseline","FSWCondomUsage",79.9826059955732
"2040",2011,2,"baseline","PctSexActsSW",14.9628620004153
"2040",2011,2,"baseline","PctProtSexActsSW",42.9261512369576
"2040",2012,1,"intervention","TotalHIVtests",10058100
"2040",2012,1,"intervention","NewAdultHIV",344731
"2040",2012,1,"intervention","AIDSdeathsAdultM",50529.8
"2040",2012,1,"intervention","AIDSdeathsAdultF",49971.1
"2040",2012,1,"intervention","TotSexActs",507247000
"2040",2012,1,"intervention","SWsexActs",75067100
