"intervention_year","year","parameter_set","scenario","indicator","value"
"2025",2027,1,"baseline","TotalHIVtests",20401900
"2025",2027,1,"baseline","NewAdultHIV",150408
"2025",2027,1,"baseline","AIDSdeathsAdultM",22341.3
"2025",2027,1,"baseline","AIDSdeathsAdultF",21285.7
"2025",2027,1,"baseline","ARTcoverageAdult",0.753355
"2025",2027,1,"baseline","TotalAIDSdeathsadult",43627
"2025",2027,2,"intervention","TotalHIVtests",8424760
"2025",2027,2,"intervention","NewAdultHIV",150043
"2025",2027,2,"intervention","AIDSdeathsAdultM",23743.3
"2025",2027,2,"intervention","AIDSdeathsAdultF",21033.8
"2025",2027,2,"intervention","ARTcoverageAdult",0.745711
"2025",2027,2,"intervention","TotalAIDSdeathsadult",44777.1
"2025",2027,2,"baseline","TotalHIVtests",16761400
"2025",2027,2,"baseline","NewAdultHIV",147204
"2025",2027,2,"baseline","AIDSdeathsAdultM",23152.5
"2025",2027,2,"baseline","AIDSdeathsAdultF",20661
"2025",2027,2,"baseline","ARTcoverageAdult",0.7482
"2025",2027,2,"baseline","TotalAIDSdeathsadult",43813.5
"2025",2028,1,"intervention","TotalHIVtests",10076600
"2025",2028,1,"intervention","NewAdultHIV",151624
"2025",2028,1,"intervention","AIDSdeathsAdultM",23633.9
"2025",2028,1,"intervention","AIDSdeathsAdultF",22231
"2025",2028,1,"intervention","ARTcoverageAdult",0.750744
"2025",2028,1,"intervention","TotalAIDSdeathsadult",45864.9
"2025",2028,1,"baseline","TotalHIVtests",20757400
"2025",2028,1,"baseline","NewAdultHIV",146308
"2025",2028,1,"baseline","AIDSdeathsAdultM",22108.9
"2025",2028,1,"baseline","AIDSdeathsAdultF",21362.5
"2025",2028,1,"baseline","ARTcoverageAdult",0.756122
"2025",2028,1,"baseline","TotalAIDSdeathsadult",43471.4
"2025",2028,2,"intervention","TotalHIVtests",8579820
"2025",2028,2,"intervention","NewAdultHIV",147449
"2025",2028,2,"intervention","AIDSdeathsAdultM",23933.7
"2025",2028,2,"intervention","AIDSdeathsAdultF",21417.9
"2025",2028,2,"intervention","ARTcoverageAdult",0.746827
"2025",2028,2,"intervention","TotalAIDSdeathsadult",45351.6
"2025",2028,2,"baseline","TotalHIVtests",17048300
"2025",2028,2,"baseline","NewAdultHIV",142890
"2025",2028,2,"baseline","AIDSdeathsAdultM",22870.6
"2025",2028,2,"baseline","AIDSdeathsAdultF",20723.1
"2025",2028,2,"baseline","ARTcoverageAdult",0.751329
"2025",2028,2,"baseline","TotalAIDSdeathsadult",43593.7
"2025",2029,1,"intervention","TotalHIVtests",10246400
"2025",2029,1,"intervention","NewAdultHIV",148976
"2025",2029,1,"intervention","AIDSdeathsAdultM",24062.2
"2025",2029,1,"intervention","AIDSdeathsAdultF",22747.7
"2025",2029,1,"intervention","ARTcoverageAdult",0.751695
"2025",2029,1,"intervention","TotalAIDSdeathsadult",46809.9
"2025",2029,1,"baseline","TotalHIVtests",21110000
"2025",2029,1,"baseline","NewAdultHIV",142052
"2025",2029,1,"baseline","AIDSdeathsAdultM",21939
"2025",2029,1,"baseline","AIDSdeathsAdultF",21451.8
"2025",2029,1,"baseline","ARTcoverageAdult",0.758513
"2025",2029,1,"baseline","TotalAIDSdeathsadult",43390.8
"2025",2029,2,"intervention","TotalHIVtests",8732490
"2025",2029,2,"intervention","NewAdultHIV",144447
"2025",2029,2,"intervention","AIDSdeathsAdultM",24149.2
"2025",2029,2,"intervention","AIDSdeathsAdultF",21852.7
"2025",2029,2,"intervention","ARTcoverageAdult",0.748169
"2025",2029,2,"intervention","TotalAIDSdeathsadult",46001.9
"2025",2029,2,"baseline","TotalHIVtests",17334200
"2025",2029,2,"baseline","NewAdultHIV",138429
"2025",2029,2,"baseline","AIDSdeathsAdultM",22651.5
"2025",2029,2,"baseline","AIDSdeathsAdultF",20800
"2025",2029,2,"baseline","ARTcoverageAdult",0.754024
"2025",2029,2,"baseline","TotalAIDSdeathsadult",43451.5
"2025",2030,1,"intervention","TotalHIVtests",10408700
"2025",2030,1,"intervention","NewAdultHIV",145979
"2025",2030,1,"intervention","AIDSdeathsAdultM",24330
"2025",2030,1,"intervention","AIDSdeathsAdultF",23228.7
"2025",2030,1,"intervention","ARTcoverageAdult",0.753101
"2025",2030,1,"intervention","TotalAIDSdeathsadult",47558.7
"2025",2030,1,"baseline","TotalHIVtests",21457000
"2025",2030,1,"baseline","NewAdultHIV",137714
"2025",2030,1,"baseline","AIDSdeathsAdultM",21803.6
"2025",2030,1,"baseline","AIDSdeathsAdultF",21544.3
"2025",2030,1,"baseline","ARTcoverageAdult",0.760654
"2025",2030,1,"baseline","TotalAIDSdeathsadult",43347.9
"2025",2030,2,"intervention","TotalHIVtests",8876970
"2025",2030,2,"intervention","NewAdultHIV",141132
"2025",2030,2,"intervention","AIDSdeathsAdultM",24293.5
"2025",2030,2,"intervention","AIDSdeathsAdultF",22275.3
"2025",2030,2,"intervention","ARTcoverageAdult",0.749825
"2025",2030,2,"intervention","TotalAIDSdeathsadult",46568.8
"2025",2030,2,"baseline","TotalHIVtests",17615000
"2025",2030,2,"baseline","NewAdultHIV",133894
"2025",2030,2,"baseline","AIDSdeathsAdultM",22470.9
"2025",2030,2,"baseline","AIDSdeathsAdultF",20880.6
"2025",2030,2,"baseline","ARTcoverageAdult",0.756424
"2025",2030,2,"baseline","TotalAIDSdeathsadult",43351.5
"2025",2031,1,"intervention","TotalHIVtests",10563200
"2025",2031,1,"intervention","NewAdultHIV",142702
"2025",2031,1,"intervention","AIDSdeathsAdultM",24512.7
"2025",2031,1,"intervention","AIDSdeathsAdultF",23643.8
"2025",2031,1,"intervention","ARTcoverageAdult",0.754936
"2025",2031,1,"intervention","TotalAIDSdeathsadult",48156.5
"2025",2031,1,"baseline","TotalHIVtests",21796800
"2025",2031,1,"baseline","NewAdultHIV",133328
"2025",2031,1,"baseline","AIDSdeathsAdultM",21688
"2025",2031,1,"baseline","AIDSdeathsAdultF",21634.6
"2025",2031,1,"baseline","ARTcoverageAdult",0.762623
"2025",2031,1,"baseline","TotalAIDSdeathsadult",43322.6
"2025",2031,2,"intervention","TotalHIVtests",9012920
"2025",2031,2,"intervention","NewAdultHIV",137561
"2025",2031,2,"intervention","AIDSdeathsAdultM",24398.8
"2025",2031,2,"intervention","AIDSdeathsAdultF",22650.8
"2025",2031,2,"intervention","ARTcoverageAdult",0.751826
"2025",2031,2,"intervention","TotalAIDSdeathsadult",47049.6
"2025",2031,2,"baseline","TotalHIVtests",17889100
"2025",2031,2,"baseline","NewAdultHIV",129323
"2025",2031,2,"baseline","AIDSdeathsAdultM",22315.1
"2025",2031,2,"baseline","AIDSdeathsAdultF",20959.2
"2025",2031,2,"baseline","ARTcoverageAdult",0.758617
"2025",2031,2,"baseline","TotalAIDSdeathsadult",43274.3
"2025",2032,1,"intervention","TotalHIVtests",10709300
"2025",2032,1,"intervention","NewAdultHIV",139185
"2025",2032,1,"intervention","AIDSdeathsAdultM",24639.8
"2025",2032,1,"intervention","AIDSdeathsAdultF",23977
"2025",2032,1,"intervention","ARTcoverageAdult",0.75714
"2025",2032,1,"intervention","TotalAIDSdeathsadult",48616.8
"2025",2032,1,"baseline","TotalHIVtests",22124900
"2025",2032,1,"baseline","NewAdultHIV",128910
"2025",2032,1,"baseline","AIDSdeathsAdultM",21577.6
"2025",2032,1,"baseline","AIDSdeathsAdultF",21716
"2025",2032,1,"baseline","ARTcoverageAdult",0.764468
"2025",2032,1,"baseline","TotalAIDSdeathsadult",43293.6
"2025",2032,2,"intervention","TotalHIVtests",9139630
"2025",2032,2,"intervention","NewAdultHIV",133773
"2025",2032,2,"intervention","AIDSdeathsAdultM",24473.3
"2025",2032,2,"intervention","AIDSdeathsAdultF",22959.4
"2025",2032,2,"intervention","ARTcoverageAdult",0.754151
"2025",2032,2,"intervention","TotalAIDSdeathsadult",47432.7
"2025",2032,2,"baseline","TotalHIVtests",18152100
"2025",2032,2,"baseline","NewAdultHIV",124732
"2025",2032,2,"baseline","AIDSdeathsAdultM",22169.9
"2025",2032,2,"baseline","AIDSdeathsAdultF",21028.9
"2025",2032,2,"baseline","ARTcoverageAdult",0.760662
"2025",2032,2,"baseline","TotalAIDSdeathsadult",43198.8
"2025",2033,1,"intervention","TotalHIVtests",10847400
"2025",2033,1,"intervention","NewAdultHIV",135483
"2025",2033,1,"intervention","AIDSdeathsAdultM",24706.5
"2025",2033,1,"intervention","AIDSdeathsAdultF",24228.9
"2025",2033,1,"intervention","ARTcoverageAdult",0.759637
"2025",2033,1,"intervention","TotalAIDSdeathsadult",48935.4
"2025",2033,1,"baseline","TotalHIVtests",22441300
"2025",2033,1,"baseline","NewAdultHIV",124490
"2025",2033,1,"baseline","AIDSdeathsAdultM",21466.1
"2025",2033,1,"baseline","AIDSdeathsAdultF",21786.2
"2025",2033,1,"baseline","ARTcoverageAdult",0.766217
"2025",2033,1,"baseline","TotalAIDSdeathsadult",43252.3
"2025",2033,2,"intervention","TotalHIVtests",9258030
"2025",2033,2,"intervention","NewAdultHIV",129826
"2025",2033,2,"intervention","AIDSdeathsAdultM",24507.7
"2025",2033,2,"intervention","AIDSdeathsAdultF",23197.2
"2025",2033,2,"intervention","ARTcoverageAdult",0.756751
"2025",2033,2,"intervention","TotalAIDSdeathsadult",47704.9
"2025",2033,2,"baseline","TotalHIVtests",18404700
"2025",2033,2,"baseline","NewAdultHIV",120158
"2025",2033,2,"baseline","AIDSdeathsAdultM",22027.9
"2025",2033,2,"baseline","AIDSdeathsAdultF",21087.4
"2025",2033,2,"baseline","ARTcoverageAdult",0.762593
"2025",2033,2,"baseline","TotalAIDSdeathsadult",43115.3
"2025",2034,1,"intervention","TotalHIVtests",10979600
"2025",2034,1,"intervention","NewAdultHIV",131669
"2025",2034,1,"intervention","AIDSdeathsAdultM",24713.3
"2025",2034,1,"intervention","AIDSdeathsAdultF",24407.8
"2025",2034,1,"intervention","ARTcoverageAdult",0.762358
"2025",2034,1,"intervention","TotalAIDSdeathsadult",49121.1
"2025",2034,1,"baseline","TotalHIVtests",22747100
"2025",2034,1,"baseline","NewAdultHIV",120114
"2025",2034,1,"baseline","AIDSdeathsAdultM",21347
"2025",2034,1,"baseline","AIDSdeathsAdultF",21841.6
"2025",2034,1,"baseline","ARTcoverageAdult",0.767889
"2025",2034,1,"baseline","TotalAIDSdeathsadult",43188.6
"2025",2034,2,"intervention","TotalHIVtests",9370250
"2025",2034,2,"intervention","NewAdultHIV",125795
"2025",2034,2,"intervention","AIDSdeathsAdultM",24496.2
"2025",2034,2,"intervention","AIDSdeathsAdultF",23368
"2025",2034,2,"intervention","ARTcoverageAdult",0.75957
"2025",2034,2,"intervention","TotalAIDSdeathsadult",47864.2
"2025",2034,2,"baseline","TotalHIVtests",18648000
"2025",2034,2,"baseline","NewAdultHIV",115652
"2025",2034,2,"baseline","AIDSdeathsAdultM",21881.8
"2025",2034,2,"baseline","AIDSdeathsAdultF",21131.4
"2025",2034,2,"baseline","ARTcoverageAdult",0.764434
"2025",2034,2,"baseline","TotalAIDSdeathsadult",43013.2
"2025",2035,1,"intervention","TotalHIVtests",11109100
"2025",2035,1,"intervention","NewAdultHIV",127803
"2025",2035,1,"intervention","AIDSdeathsAdultM",24664.9
"2025",2035,1,"intervention","AIDSdeathsAdultF",24524.4
"2025",2035,1,"intervention","ARTcoverageAdult",0.765237
"2025",2035,1,"intervention","TotalAIDSdeathsadult",49189.3
"2025",2035,1,"baseline","TotalHIVtests",23044700
"2025",2035,1,"baseline","NewAdultHIV",115820
"2025",2035,1,"baseline","AIDSdeathsAdultM",21215.7
"2025",2035,1,"baseline","AIDSdeathsAdultF",21879.9
"2025",2035,1,"baseline","ARTcoverageAdult",0.769496
"2025",2035,1,"baseline","TotalAIDSdeathsadult",43095.6
"2025",2035,2,"intervention","TotalHIVtests",9479710
"2025",2035,2,"intervention","NewAdultHIV",121742
"2025",2035,2,"intervention","AIDSdeathsAdultM",24437.8
"2025",2035,2,"intervention","AIDSdeathsAdultF",23478.9
"2025",2035,2,"intervention","ARTcoverageAdult",0.76255
"2025",2035,2,"intervention","TotalAIDSdeathsadult",47916.7
"2025",2035,2,"baseline","TotalHIVtests",18884900
"2025",2035,2,"baseline","NewAdultHIV",111255
"2025",2035,2,"baseline","AIDSdeathsAdultM",21725.7
"2025",2035,2,"baseline","AIDSdeathsAdultF",21158.6
"2025",2035,2,"baseline","ARTcoverageAdult",0.766198
"2025",2035,2,"baseline","TotalAIDSdeathsadult",42884.3
"2025",2036,1,"intervention","TotalHIVtests",11235200
"2025",2036,1,"intervention","NewAdultHIV",123925
"2025",2036,1,"intervention","AIDSdeathsAdultM",24567
"2025",2036,1,"intervention","AIDSdeathsAdultF",24588.7
"2025",2036,1,"intervention","ARTcoverageAdult",0.768223
"2025",2036,1,"intervention","TotalAIDSdeathsadult",49155.7
"2025",2036,1,"baseline","TotalHIVtests",23333000
"2025",2036,1,"baseline","NewAdultHIV",111632
"2025",2036,1,"baseline","AIDSdeathsAdultM",21069
"2025",2036,1,"baseline","AIDSdeathsAdultF",21899.2
"2025",2036,1,"baseline","ARTcoverageAdult",0.771041
"2025",2036,1,"baseline","TotalAIDSdeathsadult",42968.2
"2025",2036,2,"intervention","TotalHIVtests",9585790
"2025",2036,2,"intervention","NewAdultHIV",117705
"2025",2036,2,"intervention","AIDSdeathsAdultM",24334
"2025",2036,2,"intervention","AIDSdeathsAdultF",23538.2
"2025",2036,2,"intervention","ARTcoverageAdult",0.765644
"2025",2036,2,"intervention","TotalAIDSdeathsadult",47872.2
"2025",2036,2,"baseline","TotalHIVtests",19114300
"2025",2036,2,"baseline","NewAdultHIV",106987
"2025",2036,2,"baseline","AIDSdeathsAdultM",21555.8
"2025",2036,2,"baseline","AIDSdeathsAdultF",21167.4
"2025",2036,2,"baseline","ARTcoverageAdult",0.767892
"2025",2036,2,"baseline","TotalAIDSdeathsadult",42723.2
"2025",2037,1,"intervention","TotalHIVtests",11355100
"2025",2037,1,"intervention","NewAdultHIV",120064
"2025",2037,1,"intervention","AIDSdeathsAdultM",24425.5
"2025",2037,1,"intervention","AIDSdeathsAdultF",24609.3
"2025",2037,1,"intervention","ARTcoverageAdult",0.771274
"2025",2037,1,"intervention","TotalAIDSdeathsadult",49034.8
"2025",2037,1,"baseline","TotalHIVtests",23608800
"2025",2037,1,"baseline","NewAdultHIV",107562
"2025",2037,1,"baseline","AIDSdeathsAdultM",20904.8
"2025",2037,1,"baseline","AIDSdeathsAdultF",21898.9
"2025",2037,1,"baseline","ARTcoverageAdult",0.772526
"2025",2037,1,"baseline","TotalAIDSdeathsadult",42803.7
"2025",2037,2,"intervention","TotalHIVtests",9685680
"2025",2037,2,"intervention","NewAdultHIV",113713
"2025",2037,2,"intervention","AIDSdeathsAdultM",24187.7
"2025",2037,2,"intervention","AIDSdeathsAdultF",23553.4
"2025",2037,2,"intervention","ARTcoverageAdult",0.768807
"2025",2037,2,"intervention","TotalAIDSdeathsadult",47741.1
"2025",2037,2,"baseline","TotalHIVtests",19332800
"2025",2037,2,"baseline","NewAdultHIV",102859
"2025",2037,2,"baseline","AIDSdeathsAdultM",21369.2
"2025",2037,2,"baseline","AIDSdeathsAdultF",21156.8
"2025",2037,2,"baseline","ARTcoverageAdult",0.769517
"2025",2037,2,"baseline","TotalAIDSdeathsadult",42526
"2025",2038,1,"intervention","TotalHIVtests",11468400
"2025",2038,1,"intervention","NewAdultHIV",116248
"2025",2038,1,"intervention","AIDSdeathsAdultM",24246.1
"2025",2038,1,"intervention","AIDSdeathsAdultF",24593.2
"2025",2038,1,"intervention","ARTcoverageAdult",0.774355
"2025",2038,1,"intervention","TotalAIDSdeathsadult",48839.3
"2025",2038,1,"baseline","TotalHIVtests",23872000
"2025",2038,1,"baseline","NewAdultHIV",103624
"2025",2038,1,"baseline","AIDSdeathsAdultM",20722.4
"2025",2038,1,"baseline","AIDSdeathsAdultF",21878.8
"2025",2038,1,"baseline","ARTcoverageAdult",0.77395
"2025",2038,1,"baseline","TotalAIDSdeathsadult",42601.2
"2025",2038,2,"intervention","TotalHIVtests",9779110
"2025",2038,2,"intervention","NewAdultHIV",109788
"2025",2038,2,"intervention","AIDSdeathsAdultM",24002.9
"2025",2038,2,"intervention","AIDSdeathsAdultF",23530.8
"2025",2038,2,"intervention","ARTcoverageAdult",0.772005
"2025",2038,2,"intervention","TotalAIDSdeathsadult",47533.7
"2025",2038,2,"baseline","TotalHIVtests",19540500
"2025",2038,2,"baseline","NewAdultHIV",98880.8
"2025",2038,2,"baseline","AIDSdeathsAdultM",21164.9
"2025",2038,2,"baseline","AIDSdeathsAdultF",21126.8
"2025",2038,2,"baseline","ARTcoverageAdult",0.771073
"2025",2038,2,"baseline","TotalAIDSdeathsadult",42291.7
"2025",2039,1,"intervention","TotalHIVtests",11575300
"2025",2039,1,"intervention","NewAdultHIV",112503
"2025",2039,1,"intervention","AIDSdeathsAdultM",24033
"2025",2039,1,"intervention","AIDSdeathsAdultF",24545.1
"2025",2039,1,"intervention","ARTcoverageAdult",0.777442
"2025",2039,1,"intervention","TotalAIDSdeathsadult",48578.1
"2025",2039,1,"baseline","TotalHIVtests",24123000
"2025",2039,1,"baseline","NewAdultHIV",99828.8
"2025",2039,1,"baseline","AIDSdeathsAdultM",20521.5
"2025",2039,1,"baseline","AIDSdeathsAdultF",21838.8
"2025",2039,1,"baseline","ARTcoverageAdult",0.775311
"2025",2039,1,"baseline","TotalAIDSdeathsadult",42360.3
"2025",2039,2,"intervention","TotalHIVtests",9866480
"2025",2039,2,"intervention","NewAdultHIV",105957
"2025",2039,2,"intervention","AIDSdeathsAdultM",23783.2
"2025",2039,2,"intervention","AIDSdeathsAdultF",23475.5
"2025",2039,2,"intervention","ARTcoverageAdult",0.775211
"2025",2039,2,"intervention","TotalAIDSdeathsadult",47258.7
"2025",2039,2,"baseline","TotalHIVtests",19737600
"2025",2039,2,"baseline","NewAdultHIV",95061.3
"2025",2039,2,"baseline","AIDSdeathsAdultM",20942.1
"2025",2039,2,"baseline","AIDSdeathsAdultF",21077.3
"2025",2039,2,"baseline","ARTcoverageAdult",0.772559
"2025",2039,2,"baseline","TotalAIDSdeathsadult",42019.4
"2025",2040,1,"intervention","TotalHIVtests",11677100
"2025",2040,1,"intervention","NewAdultHIV",108848
"2025",2040,1,"intervention","AIDSdeathsAdultM",23789.8
"2025",2040,1,"intervention","AIDSdeathsAdultF",24468.8
"2025",2040,1,"intervention","ARTcoverageAdult",0.780514
"2025",2040,1,"intervention","TotalAIDSdeathsadult",48258.6
"2025",2040,1,"baseline","TotalHIVtests",24363300
"2025",2040,1,"baseline","NewAdultHIV",96184.1
"2025",2040,1,"baseline","AIDSdeathsAdultM",20302.1
"2025",2040,1,"baseline","AIDSdeathsAdultF",21778.9
"2025",2040,1,"baseline","ARTcoverageAdult",0.776608
"2025",2040,1,"baseline","TotalAIDSdeathsadult",42081
"2025",2040,2,"intervention","TotalHIVtests",9948950
"2025",2040,2,"intervention","NewAdultHIV",102238
"2025",2040,2,"intervention","AIDSdeathsAdultM",23532
"2025",2040,2,"intervention","AIDSdeathsAdultF",23391.2
"2025",2040,2,"intervention","ARTcoverageAdult",0.778404
"2025",2040,2,"intervention","TotalAIDSdeathsadult",46923.2
"2025",2040,2,"baseline","TotalHIVtests",19925600
"2025",2040,2,"baseline","NewAdultHIV",91406.1
"2025",2040,2,"baseline","AIDSdeathsAdultM",20700.9
"2025",2040,2,"baseline","AIDSdeathsAdultF",21008.3
"2025",2040,2,"baseline","ARTcoverageAdult",0.773976
"2025",2040,2,"baseline","TotalAIDSdeathsadult",41709.2
"2025",2041,1,"intervention","TotalHIVtests",11775200
"2025",2041,1,"intervention","NewAdultHIV",105292
"2025",2041,1,"intervention","AIDSdeathsAdultM",23519.5
"2025",2041,1,"intervention","AIDSdeathsAdultF",24366.9
"2025",2041,1,"intervention","ARTcoverageAdult",0.783557
"2025",2041,1,"intervention","TotalAIDSdeathsadult",47886.4
"2025",2041,1,"baseline","TotalHIVtests",24594500
"2025",2041,1,"baseline","NewAdultHIV",92687.6
"2025",2041,1,"baseline","AIDSdeathsAdultM",20064.3
"2025",2041,1,"baseline","AIDSdeathsAdultF",21698.9
"2025",2041,1,"baseline","ARTcoverageAdult",0.777843
"2025",2041,1,"baseline","TotalAIDSdeathsadult",41763.2
"2025",2041,2,"intervention","TotalHIVtests",10028000
"2025",2041,2,"intervention","NewAdultHIV",98635.9
"2025",2041,2,"intervention","AIDSdeathsAdultM",23252.3
"2025",2041,2,"intervention","AIDSdeathsAdultF",23280.7
"2025",2041,2,"intervention","ARTcoverageAdult",0.781566
"2025",2041,2,"intervention","TotalAIDSdeathsadult",46533
"2025",2041,2,"baseline","TotalHIVtests",20106100
"2025",2041,2,"baseline","NewAdultHIV",87910.5
"2025",2041,2,"baseline","AIDSdeathsAdultM",20441.3
"2025",2041,2,"baseline","AIDSdeathsAdultF",20919.8
"2025",2041,2,"baseline","ARTcoverageAdult",0.775323
"2025",2041,2,"baseline","TotalAIDSdeathsadult",41361.1
"2025",2042,1,"intervention","TotalHIVtests",11873100
"2025",2042,1,"intervention","NewAdultHIV",101834
"2025",2042,1,"intervention","AIDSdeathsAdultM",23224.8
"2025",2042,1,"intervention","AIDSdeathsAdultF",24241.3
"2025",2042,1,"intervention","ARTcoverageAdult",0.78656
"2025",2042,1,"intervention","TotalAIDSdeathsadult",47466.1
"2025",2042,1,"baseline","TotalHIVtests",24819800
"2025",2042,1,"baseline","NewAdultHIV",89331.6
"2025",2042,1,"baseline","AIDSdeathsAdultM",19808.5
"2025",2042,1,"baseline","AIDSdeathsAdultF",21598.9
"2025",2042,1,"baseline","ARTcoverageAdult",0.779015
"2025",2042,1,"baseline","TotalAIDSdeathsadult",41407.4
"2025",2042,2,"intervention","TotalHIVtests",10107000
"2025",2042,2,"intervention","NewAdultHIV",95150.4
"2025",2042,2,"intervention","AIDSdeathsAdultM",22946.9
"2025",2042,2,"intervention","AIDSdeathsAdultF",23146.2
"2025",2042,2,"intervention","ARTcoverageAdult",0.784687
"2025",2042,2,"intervention","TotalAIDSdeathsadult",46093.1
"2025",2042,2,"baseline","TotalHIVtests",20282200
"2025",2042,2,"baseline","NewAdultHIV",84565.3
"2025",2042,2,"baseline","AIDSdeathsAdultM",20163.5
"2025",2042,2,"baseline","AIDSdeathsAdultF",20811.8
"2025",2042,2,"baseline","ARTcoverageAdult",0.776602
"2025",2042,2,"baseline","TotalAIDSdeathsadult",40975.3
"2025",2043,1,"intervention","TotalHIVtests",11969700
"2025",2043,1,"intervention","NewAdultHIV",98475.6
"2025",2043,1,"intervention","AIDSdeathsAdultM",22907.8
"2025",2043,1,"intervention","AIDSdeathsAdultF",24093.5
"2025",2043,1,"intervention","ARTcoverageAdult",0.789516
"2025",2043,1,"intervention","TotalAIDSdeathsadult",47001.3
"2025",2043,1,"baseline","TotalHIVtests",25038300
"2025",2043,1,"baseline","NewAdultHIV",86107.7
"2025",2043,1,"baseline","AIDSdeathsAdultM",19535.1
"2025",2043,1,"baseline","AIDSdeathsAdultF",21478.9
"2025",2043,1,"baseline","ARTcoverageAdult",0.780127
"2025",2043,1,"baseline","TotalAIDSdeathsadult",41014
"2025",2043,2,"intervention","TotalHIVtests",10184900
"2025",2043,2,"intervention","NewAdultHIV",91780
"2025",2043,2,"intervention","AIDSdeathsAdultM",22618.3
"2025",2043,2,"intervention","AIDSdeathsAdultF",22989.3
"2025",2043,2,"intervention","ARTcoverageAdult",0.787758
"2025",2043,2,"intervention","TotalAIDSdeathsadult",45607.6
"2025",2043,2,"baseline","TotalHIVtests",20453200
"2025",2043,2,"baseline","NewAdultHIV",81361.2
"2025",2043,2,"baseline","AIDSdeathsAdultM",19868.2
"2025",2043,2,"baseline","AIDSdeathsAdultF",20684.4
"2025",2043,2,"baseline","ARTcoverageAdult",0.777816
"2025",2043,2,"baseline","TotalAIDSdeathsadult",40552.6
"2025",2044,1,"intervention","TotalHIVtests",12062900
"2025",2044,1,"intervention","NewAdultHIV",95221.1
"2025",2044,1,"intervention","AIDSdeathsAdultM",22570.3
"2025",2044,1,"intervention","AIDSdeathsAdultF",23924.4
"2025",2044,1,"intervention","ARTcoverageAdult",0.792421
"2025",2044,1,"intervention","TotalAIDSdeathsadult",46494.7
"2025",2044,1,"baseline","TotalHIVtests",25248500
"2025",2044,1,"baseline","NewAdultHIV",83012.2
"2025",2044,1,"baseline","AIDSdeathsAdultM",19244.7
"2025",2044,1,"baseline","AIDSdeathsAdultF",21339.1
"2025",2044,1,"baseline","ARTcoverageAdult",0.781182
"2025",2044,1,"baseline","TotalAIDSdeathsadult",40583.8
"2025",2044,2,"intervention","TotalHIVtests",10259700
"2025",2044,2,"intervention","NewAdultHIV",88528.3
"2025",2044,2,"intervention","AIDSdeathsAdultM",22268.4
"2025",2044,2,"intervention","AIDSdeathsAdultF",22811.1
"2025",2044,2,"intervention","ARTcoverageAdult",0.790774
"2025",2044,2,"intervention","TotalAIDSdeathsadult",45079.5
"2025",2044,2,"baseline","TotalHIVtests",20617300
"2025",2044,2,"baseline","NewAdultHIV",78293.1
"2025",2044,2,"baseline","AIDSdeathsAdultM",19555.9
"2025",2044,2,"baseline","AIDSdeathsAdultF",20537.8
"2025",2044,2,"baseline","ARTcoverageAdult",0.778967
"2025",2044,2,"baseline","TotalAIDSdeathsadult",40093.7
"2025",2045,1,"intervention","TotalHIVtests",12152600
"2025",2045,1,"intervention","NewAdultHIV",92072.6
"2025",2045,1,"intervention","AIDSdeathsAdultM",22213.8
"2025",2045,1,"intervention","AIDSdeathsAdultF",23734.9
"2025",2045,1,"intervention","ARTcoverageAdult",0.795272
"2025",2045,1,"intervention","TotalAIDSdeathsadult",45948.7
"2025",2045,1,"baseline","TotalHIVtests",25450600
"2025",2045,1,"baseline","NewAdultHIV",80039.4
"2025",2045,1,"baseline","AIDSdeathsAdultM",18938
"2025",2045,1,"baseline","AIDSdeathsAdultF",21179.3
"2025",2045,1,"baseline","ARTcoverageAdult",0.782182
"2025",2045,1,"baseline","TotalAIDSdeathsadult",40117.3
"2025",2045,2,"intervention","TotalHIVtests",10331400
"2025",2045,2,"intervention","NewAdultHIV",85395.9
"2025",2045,2,"intervention","AIDSdeathsAdultM",21899.2
"2025",2045,2,"intervention","AIDSdeathsAdultF",22612.4
"2025",2045,2,"intervention","ARTcoverageAdult",0.793732
"2025",2045,2,"intervention","TotalAIDSdeathsadult",44511.6
"2025",2045,2,"baseline","TotalHIVtests",20774900
"2025",2045,2,"baseline","NewAdultHIV",75354.6
"2025",2045,2,"baseline","AIDSdeathsAdultM",19227.3
"2025",2045,2,"baseline","AIDSdeathsAdultF",20371.8
"2025",2045,2,"baseline","ARTcoverageAdult",0.780058
"2025",2045,2,"baseline","TotalAIDSdeathsadult",39599.1
"2025",2046,1,"intervention","TotalHIVtests",12239900
"2025",2046,1,"intervention","NewAdultHIV",89028.2
"2025",2046,1,"intervention","AIDSdeathsAdultM",21840
"2025",2046,1,"intervention","AIDSdeathsAdultF",23525.4
"2025",2046,1,"intervention","ARTcoverageAdult",0.798068
"2025",2046,1,"intervention","TotalAIDSdeathsadult",45365.4
"2025",2046,1,"baseline","TotalHIVtests",25645500
"2025",2046,1,"baseline","NewAdultHIV",77181.6
"2025",2046,1,"baseline","AIDSdeathsAdultM",18615.6
"2025",2046,1,"baseline","AIDSdeathsAdultF",20999.9
"2025",2046,1,"baseline","ARTcoverageAdult",0.78313
"2025",2046,1,"baseline","TotalAIDSdeathsadult",39615.5
"2025",2046,2,"intervention","TotalHIVtests",10401100
"2025",2046,2,"intervention","NewAdultHIV",82379.5
"2025",2046,2,"intervention","AIDSdeathsAdultM",21512.3
